TITULO-ARTIGO;ANO-ARTIGO;GRANDE-AREA-1;AREA-1;SUB-AREA-1;GRANDE-AREA-2;AREA-2;SUB-AREA-2;GRANDE-AREA-3;AREA-3;SUB-AREA-3
TEOR DE MATÉRIA SECA E PRODUÇÃO DE MATÉRIA SECA DIGESTÍVEL POR HECTARE DE SEIS HÍBRIDOS DE '' SORGHUM BICOLOR '' COM '' SORGHUM SUDANENSE '';2003;;;;;;;;;
TEOR DE FIBRA EM DETERGENTE NEUTRO, FIBRA EM DETERGENTE ÁCIDO E LIGNINA DE SEIS HÍBRIDOS DE SORGO EM DUAS ÉPOCAS DE PLANTIO E TRÊS CORTES;2003;;;;;;;;;
SUPLEMENTAÇÃO PROTÉICO-ENERGÉTICA DE BOVINOS DE CORTE EM PASTAGENS DE BRACHIARIA BRIZANTHA CV. MARANDU, DURANTE A ÉPOCA DE TRANSIÇÃO ÁGUAS-SECA: 2. DESEMPENHO;2004;;;;;;;;;
AVALIAÇÃO ECONÔMICA DA SUPLEMENTAÇÃO PROTÉICO-ENERGÉTICA DE BOVINOS DE CORTE NO PERÍODO DE TRANSIÇÃO ÁGUAS-SECA;2004;;;;;;;;;
Consumo e digestibilidade aparente da matéria seca de dietas contendo diferentes proporções de silagem de resíduo industrial de tomate.;2004;;;;;;;;;
CONSUMO E DIGESTIBILIDADE APARENTE DOS CARBOIDRATOS TOTAIS E DOS CARBOIDRATOS SOLÚVEIS EM DETERGENTE NEUTRO DE DIETAS CONTENDO RESÍDUO INDUSTRIAL DE TOMATE EM NOVILHOS ZEBUÍNOS;2006;;;;;;;;;
CONSUMO E DIGESTIBILIDADE APARENTE DA PROTEÍNA BRUTA, EXTRATO ETÉREO E CONSUMO DE NUTRIENTES DIGESTÍVEIS TOTAIS DE DIETAS CONTENDO RESÍDUO INDUSTRIAL DE TOMATE EM NOVILHOS ZEBUÍNOS;2006;;;;;;;;;
Produção de matéria verde, matéria seca e matéria seca digestível de híbridos de Soghum bicolor com Sorghum sudanense1;2003;;;;;;;;;
Altura e relação folha/haste de seis híbridos de sorgo em três cortes e duas épocas de plantio.;2003;;;;;;;;;
Teores de cinzas, cálcio e fósforo de seis híbridos de Sorghum bicolor com Sorghum sudanense plantados em duas diferentes épocas e cortados em três diferentes períodos1;2003;;;;;;;;;
Taxa de rebrota e relação folha/haste de seis cruzamentos interespecíficos de Sorghum bicolor com Sorghum sudanense em duas épocas de plantio e três de corte;2003;;;;;;;;;
Produção de matéria natural e de matéria seca de seis híbridos de sorgo submetidos a duas épocas de plantio e três de corte1;2003;;;;;;;;;
Teores de proteína bruta e digestibilidade in vitro da matéria seca de seis híbridos de Sorghum bicolor com Sorghum sudanense plantados em duas épocas diferentes e cortados em três diferentes períodos.;2003;;;;;;;;;
Teor de matéria seca e produção de matéria seca digestível por hectare de seis híbridos de Sorghum bicolor com Sorghum sudanense.;2003;;;;;;;;;
Avaliação dos teores de proteína bruta e digestibilidade in vitro da matéria seca de híbridos de Sorghum bicolor com Sorghum sudanense 1;2003;;;;;;;;;
Teores de fibra em detergente neutro, fibra em detergente ácido e lignina de de seis híbridos de sorgo em duas épocas de plantio e três cortes.;2003;;;;;;;;;
Composição corporal de cálcio, fósforo, magnésio, sódio e potássio em novilhas das raças Guzerá e Holandesa.;2004;;;;;;;;;
Frações fibrosas de seis híbridos de Sorghum bicolor com Sorghum sudanense.;2004;;;;;;;;;
Teores de cinza, fósforo e cálcio de seis cruzamentos interespecíficos de Sorghum bicolor com Sorghum sudanense.;2004;;;;;;;;;
Degradabilidade in situ da matéria orgânica e proteína bruta de silagens de Brachiaria brizantha cv. Marandu pura ou com aditivos.;2004;;;;;;;;;
Consumo e digestibilidade aparente da matéria seca de dietas contendo diferentes proporções de silagem de resíduo industrial de tomate em ovinos.;2004;;;;;;;;;
Cinética da degradação ruminal do caroço de algodão, farelo de soja, resíduo industrial de tomate e do sorgo grão avaliada pela técnica in situ.;2005;;;;;;;;;
Padrão ruminal e degradabilidade potencial e efetiva da matéria seca de silagens de Brachiaria brizantha cv. Marandu pura ou com aditivos.;2005;;;;;;;;;
Avaliação da degradabilidade ruminal in situ da fibra em detergente neutro e da fibra em detergente ácido do resíduo industrial de tomate e da silagem de milho e efeito da moagem sobre parâmetros de degradação da silagem de milho.;2005;;;;;;;;;
Degradabilidade in situ das frações fibrosas de silagens de Brachiaria brizantha cv. Marandu pura ou com aditivos.;2005;;;;;;;;;
Ácidos Orgânicos das silagens de seis genótipos de sorgo (Sorghum bicolor L. Moench).;2006;;;;;;;;;
ANÁLISE DA VIABILIDADE ECONÔMICA DA TERMINAÇÃO DE BOVINOS DE CORTE EM CONFINAMENTO: UMA COMPARAÇÃO DE DOIS SISTEMAS;2006;;;;;;;;;
DIGESTIBILIDADE APARENTE E CONSUMO DE MATÉRIA SECA, PROTEÍNA BRUTA E ENERGIA DO BAGAÇO DE CANA-DE-AÇUCAR (SACCHARUM OFFICINARUM L.) TRATADO COM AMÔNIA ANIDRA;2006;;;;;;;;;
AVALIAÇÃO DA ESTIMATIVA DE CONSUMO DE BOVINOS DE CORTE A PASTO UTILIZANDO A TÉCNICA DO ÓXIDO CRÔMICO E A TÉCNICA DA LIGNINA PURIFICADA E ENRIQUECIDA (LIPE );2006;;;;;;;;;
Proteína Bruta, nitrogênio amoniacal e digestibilidade in vitro das silagens de seis genótipos de sorgo (Sorghum bicolor L. Moench).;2006;;;;;;;;;
Consumo e digestibilidade aparente da proteína bruta, extrato etéreo e consumo de nutrientes digestíveis totais de dietas contendo resíduo industrial de tomate em novilhos zebuínos.;2006;;;;;;;;;
Consumo e digestibilidade aparente da matéria seca, matéria orgânica e consumo de matéria seca digestível de dietas contendo resíduo industrial de tomate em novilhos zebuínos.;2006;;;;;;;;;
Consumo e digestibilidade aparente dos carboidratos totais e dos carboidratos solúveis em detergente neutro de dietas contendo resíduo industrial de tomate em novilhos zebuínos.;2006;;;;;;;;;
Dados agronômicos de seis genótipos de sorgo (Sorghum bicolor L. Moench) para a produção de silagem.;2006;;;;;;;;;
Planejamento e estratégias nutricionais como ferramentas para aumento na rentabilidade da pecuária de corte.;2005;;;;;;;;;
Efeito do sexo e da idade sobre o consumo de matéria seca por bovinos de corte;2008;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Balanço energético e de nitrogênio em dietas de bagaço de cana-de-açucar tratado com amônia anidra;2008;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Utilização de indicadores externos na estimativa de consumo de pasto por bovinos de corte;2007;CIENCIAS_AGRARIAS;Zootecnia;Uso de indicadores na Nutrição Animal;;;;;;
Comportamento ingestivo de vacas em lactação Holandês x Zebu em pastagem de Brachiaria decumbens (cv Basilisk);2008;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Produção e Composição do leite de vacas em lactação HolandêsxZebu em pastagem de Brachiaria submetidas ao manejo de desponta;2008;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;
Efeito do diferimento e do pastejo sobre as características do pasto durante a época de transição águas-seca;2009;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;;;;;;
Efeito do diferimento e do pastejo sobre a disponibilidade de forragem e valor nutritivo de pastos de Brachiaria brizanta cv. Piatã;2009;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;;;;;;
Avaliação de recursos forrageiros para alimentação animal no Vale do Jequitinhonha;2013;;;;;;;;;
Alterações físico-químicas do solo sob forrageira irrigada (Panicum maximum) e pastejo rotacionado visando a produção de leite na região do Baixo Jequitinhonha;2013;;;;;;;;;
Desenvolvimento de um programa para escolha de máquinas agrícolas com base na mininização dos custos operacionais;2007;CIENCIAS_AGRARIAS;Engenharia Agrícola;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Máquinas e Implementos Agrícolas;;;
Sistema de Apoio ao calculo Numerico;2007;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;;;;
Método de Conservação de Massas;2007;CIENCIAS_AGRARIAS;Engenharia Agrícola;;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;
Heurística para o posicionamento de reservatórios d´àgua;2010;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Matemática da Computação;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;;;
Avaliação da Utilização do Feijão Guandu para frangos Caipiras Criados em Sistema Semi Intensivo no Norte de Minas;2008;;;;;;;;;
Efeito da utilização da Torta de Macaúba sobre o desempenho e qualidade de Poedeiras Comerciais;2008;;;;;;;;;
Associação de microminerais orgânicos com vitamina C sobre a qualidade dos ovos de poedeiras semi-pesadas criadas em altas temperaturas;2009;;;;;;;;;
Rendimento de carcaça de frangos de corte alimentados com dietas contendo complexo enzimático;2010;;;;;;;;;
Desempenho de frangos de corte alimentados com dietas contendo complexo enzimático;2010;;;;;;;;;
Microminerais sob a forma de complexo orgânico e vitamina C sobre o desempenho de poedeiras semipesadas em altas temperaturas;2010;;;;;;;;;
Situação higiênico-sanitária de estabelecimento comercial de carne em Janaúba - MG;2010;;;;;;;;;
Determinação do teor de matéria seca de quatro genótipos de sorgo para silagem em duas condições de corte;2010;;;;;;;;;
Determinação dos teores fibra em detergente neutro (FDN) e fibra em detergente ácido (FDA) de quatro genótipos de sorgo para silagem em duas condições corte;2010;;;;;;;;;
Microminerais sob aforma de complexo orgênico e vitamina C sobre o desempenho de poedeiras semipesadas em altas temperaturas;2010;;;;;;;;;
Rendimento de carcaça de frangos de corte alimentados com dietas contendo complexo enzimático;2010;;;;;;;;;
Desempenho de frangos de corte alimentados com dietas contendo complexo enzimático;2010;;;;;;;;;
Avaliação da taxa de rebrota de quatro genótipos de sorgo para produção de silagem na região do Norte de Minas Gerais;2010;;;;;;;;;
Perfil de compra e condição higiênico-sanitária em estabelecimento comercial de carne, Janaúba - MG;2010;;;;;;;;;
Microminerais sob a forma de complexo orgânico e vitamina C sobre a qualidade da casca de ovos de poedeiras semipesadas em altas temperaturas;2011;;;;;;;;;
Fator de produção e viabilidade econômica da utilização de complexo enzimático em rações para frangos de corte;2011;;;;;;;;;
Programa de luz sobre o desempenho e parâmetros seminais de galos semi-pesados;2011;;;;;;;;;
Desempenho e características do sêmen de galos leves submetidos a diferentes fotoperíodos;2011;;;;;;;;;
Análise postural de trabalhadores em matrizeiros de frangos de corte;2011;;;;;;;;;
Avaliação da biomecânica de trabalhadores em matrizeiros de frangos de corte;2011;;;;;;;;;
União Universidade Campo:Projeto Pro Jovem Campo;2011;;;;;;;;;
Caracterização de estabelecimento comercial de carne em Janaúba   MG: Situação higiênico-sanitária, perfil dos consumidores e dos manipuladores;2011;;;;;;;;;
Níveis de cálcio sobre o desempenho e qualidade da casca de ovos de poedeiras leves;2012;;;;;;;;;
Rendimento de cortes e qualidade da carne de frangos caipiras alimentados com feijão guandu cru;2012;;;;;;;;;
Estudo do ambiente térmico em galpões para frangos de corte;2012;;;;;;;;;
Produção de milho silagem em primeiro ano de sistema de integração lavoura-pecuária-floresta na região central de Minas Gerais;2012;;;;;;;;;
Avaliação do ITGU em Galpões de Frangos de Corte, Criados Durante a Fase de Pinteiro;2012;;;;;;;;;
Políticas Culturais em Instituições Arquivísticas: Difusão, Preservação e Acesso ao Patrimônio Cultural em Minas Gerais;2005;;;;;;;;;
FRACIONAMENTO DE FÓSFORO DO SOLO EM SISTEMA AGROFLORESTAIS NO TRÓPICO SEMI-ÁRIDO CEARENSE;2005;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;;;;;;
LEVANTAMENTO DE SOLOS E CLASSIFICAÇÃO DA CAPACIDADE DE USO DA MICROBACIA HIDROGRÁFICA DO RIO LONGÁ, CAXINGÓ (PI).;2005;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;;;;;;
FRACIONAMENTO DE FÓSFORO DO SOLO EM SISTEMA AGROFLORESTAIS NO TRÓPICO SEMI-ÁRIDO CEARENSE;2005;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;;;;;;
REDISTRIBUIÇÃO DE CARBONO ORGÂNICO E FÓSFORO PELA EROSÃO HÍDRICA EM SISTEMAS AGRÍCOLAS CONVENCIONAIS E AGROFLORESTAIS NO SEMI-ÁRIDO;2006;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;CIENCIAS_AGRARIAS;Engenharia Agrícola;Geoprocessamento;;;
REDISTRIBUIÇÃO DE CARBONO ORGÂNICO E FÓSFORO PELA EROSÃO HÍDRICA EM SISTEMAS AGRÍCOLAS CONVENCIONAIS E AGROFLORESTAIS NO SEMI-ÁRIDO CEARENSE;2006;;;;;;;;;
Distribuição Espacial do Índice de Manejo do Carbono em Luvissolos sob Sistemas Agrícolas Tradicionais e Agroflorestais no Município de Sobral-CE;2009;;;;;;;;;
Distribuição Espacial do Estoque de Carbono em Luvissolos sob Sistemas Agrícolas Tradicionais e Agroflorestais no Município de Sobral-CE;2009;;;;;;;;;
Avaliação do potencial de contaminação por agrotóxicos em corpos d água;2010;;;;;;;;;
Avaliação do potencial de contaminação por agrotóxicos em corpos d água;2010;;;;;;;;;
Indicadores de ecologia da paisagem na avaliação da sustentabilidade de propriedades agrícolas;2009;;;;;;;;;
Incidência de lesão da aorta abdominal;2008;CIENCIAS_DA_SAUDE;Enfermagem;;;;;;;
Extração e Caracterização Bioquímica da Peroxidase da Fruta-Pão (Artocarpus incisa);2006;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;;;;;;
Prática Docente Construtivista no Ensino de Química em Jequié - BA: Uma Necessidade e uma Possibilidade;2005;CIENCIAS_EXATAS_E_DA_TERRA;Química;Ensino de Quimica;;;;;;
Determinação de Elementos Traços em Amostras de Gêneros Alimentícios da Região Sudoeste da Bahia;2007;;;;;;;;;
Avaliação dos Elementos Traços Cd, Pb, Cu, Zn, Cr, Ni E Al em Amostras de Gêneros Alimentícios Comercializadas Na Cidade De Jequié/Ba;2008;;;;;;;;;
Avaliação dos elementos traços Cd, Pb, Cu, Zn, Cr, Ni E Al em amostras de gêneros alimentícios comercializadas na cidade de Jequié/BA;2007;;;;;;;;;
Determinação De Elementos Traços Nas Frações Solúvel E Insolúvel Em Amostras De Gêneros Alimentícios Da Região Sudoeste Da Bahia;2007;;;;;;;;;
Extração e Caracterização Bioquímica da Peroxidase da Fruta-Pão (Artocarpus incisa);2005;;;;;;;;;
Desenvolvimento de um método para determinação de cádmio, manganês e cobre em resíduos do processamento de polpa de frutas;2010;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;;;;;;
Coleta e tratamentos preliminares de amostras de solos para determinação de selênio;2014;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;;;;;;
Internet of information and services (IoIS);2012;;;;;;;;;
Internet of information and services (IoIS);2012;;;;;;;;;
Educação Ambiental no Ensino Básico: Escolas de Vitória da Conquista;2005;;;;;;;;;
Educação Integral: Uma reflexão necessária nos diálogos pedagógicos;2011;;;;;;;;;
Escola do campo: uma nova possibilidade para antigas necessidades;2010;;;;;;;;;
METODOLOGIA DE AVALIAÇÃO PARA DETERMINAÇÃO DE UNIFORMIDADE DE APLICAÇÃO DE AERONAVES AGRÍCOLAS;2005;CIENCIAS_AGRARIAS;Engenharia Agrícola;Máquinas e Implementos Agrícolas;;;;;;
Projeto de desenvolvimento de estrutura e adaptação de câmera videografica digital a aeronaves;2004;CIENCIAS_AGRARIAS;Engenharia Agrícola;Máquinas e Implementos Agrícolas;;;;;;
Usos, fontes e conservação das águas por agricultores familiares do médio Jequitinhonha;2005;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo
Programas e políticas públicas sobre água em comunidades rurais do alto Jequitinhonha, Minas Gerais;2005;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar
Gestão das águas por agricultores familiares de comunidades rurais do Alto Jequitinhonha;2005;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;;;
Disponibilização de água de agricultores familiares do alto Jequitinhonha - MG *;2006;CIENCIAS_AGRARIAS;Engenharia Agrícola;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo
Agricultura familiar e disponibilização de água no alto Jequitinhonha - MG;2006;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;;;;;;
PROGRAMA ÁGUA: EXPERIÊNCIA DE PARCERIA ENTRE NÚCLEO PPJ/CAV E COMUNIDADES RURAIS DO ALTO JEQUITINHONHA;2006;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;;;;;;
Consumo de água, estratégias produtivas e escassez hídrica: um levantamento preliminar com famílias rurais no alto Jequitinhonha;2006;;;;;;;;;
Balanço hídrico em lisímetros preenchidos com Latossolo Vermelho Distroférrico e Argissolo Vermelho Amarelo.
;2008;;;;;;;;;
Uso do parâmetro S no diagnóstico da qualidade estrutural de um Latossolo Vermelho após vinte anos sob diferentes usos e manejos.;2007;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;;;;;;
Compactação do solo sobre o desenvolvimento radicular da cultura do arroz de terras altas em um latossolo da região dos cerrados.;2007;;;;;;;;;
Qualidade estrutural e potencial de reestruturação de Latossolo sob plantas forrageiras para fenação;2009;;;;;;;;;
Água e aglomeração espacial da população rural do alto Jequitinhonha;2006;;;;;;;;;
Características físico-hídricas de um Latossolo Vermelho distrófico sob sistema de cultivo inovador do cafeeiro;2010;;;;;;;;;
Intervalo Hídrico Ótimo (IHO) como parâmetro de quantificação das alterações estruturais em solos de uma área de proteção ambiental;2009;;;;;;;;;
Qualidade estrutural de solos cultivados em área de proteção ambiental;2009;;;;;;;;;
Caracterização da disponibilidade de água e ar em substratos agrícolas alternativos;2010;;;;;;;;;
Alterações eletroquímicas e movimentação de íons em Latossolo Vermelho sob doses de gesso;2009;;;;;;;;;
Avaliação da qualidade estrutural de Latossolo cultivado com Coastcross para fenação;2009;;;;;;;;;
Qualidade Estrutural de Solos Cultivados com Pastagem e Café em Área de Proteção Ambiental;2008;;;;;;;;;
Levantamento de Solos e Recomendação de Uso em Área de Proteção Ambiental;2008;;;;;;;;;
Erosividade de Chuvas em Ínicio de Estação Chuvosa Para Coqueiral (MG);2008;;;;;;;;;
ALTERAÇÕES FÍSICO-QUÍMICAS DO SOLO SOB FORRAGEIRA IRRIGADA (Panicum maximum) E PASTEJO ROTACIONADO VISANDO A PRODUÇÃO DE LEITE NA REGIÃO DO BAIXO JEQUITINHONHA;2013;;;;;;;;;
Avaliação da Atenção Primária à Saúde na Macrorregião Nordeste de Minas Gerais por Meio de um Estudo sobre a Evolução dos Principais Indicadores Econômicos, Sociais, de Saúde e das Internações Hospitalares Por Algumas Causas Sensíveis ao Cuidado Primário;2011;CIENCIAS_DA_SAUDE;Enfermagem;Enfermagem de Saúde Pública;CIENCIAS_DA_SAUDE;Saúde Coletiva;;;;
A Geometria e o Desenvolvimento Cognitivo de Crianças com Necessidades Especias;2007;;;;;;;;;
Quase-Cristais Gerados por Potenciais Caóticos;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;;;;;;
Caracterização do Espectro e Autovetores do Operador de Schrödinger com Potenciais Caóticos;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;;;;;;
Números Inteiros Aplicados à Cripitografia;2013;;;;;;;;;
O medo de ser inibindo a consciência política e o bom desempenho do educador;2002;LINGUISTICA_LETRAS_E_ARTES;Letras;;;;;;;
Do Latim ao Português: a história da nossa língua na visão de Mattoso Câmara Jr.;2007;;;;;;;;;
O Conhecimento textual, os gêneros textuais e a produção escrita na escola;2010;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;
A sedução no discurso: análise dos recursos argumentativos na produção de anúncio pulicitários.;2011;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;
O irresistível canto da sereia: estrátegias argumentativas no anúncio publicitário.;2011;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;
Última Chance de ganhar o eleitor: análise das estrátegias argumentativas utilizadas pelos candidatos José Serra e Dilma Rousseff no debate do segundo turno.;2011;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;
Uma análise do processo de referenciação no discurso de posse de Barack Obama;2013;;;;;;;;;
A divulgação científica na mídia on line: uma análise dos procedimentos divulgativos nos sites G1 e Hypescience;2013;;;;;;;;;
A identidade de professor sob o olhar discente: as crenças dos alunos do ensino médio em relação à carreira docente;2013;;;;;;;;;
A recontextualização na mídia;2013;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;
Análise Financeira do Lacticínio;2008;;;;;;;;;
Depressão de Espodumênio em amostras de pegmatito;1991;;;;;;;;;
A SAÚDE COLETIVA NO CURSO DE ODONTOLOGIA DA UNIVERSIDADE ESTADUAL DE MONTES CLAROS: UMA ANÁLISE;2008;;;;;;;;;
CAPACIDADE FUNCIONAL DAS IDOSAS INSTITUCIONALIZADAS EM UM ASILO DA CIDADE DE MONTES CLAROS;2008;;;;;;;;;
PERFIL DOS PORTADORES DE TRANSTORNOS MENTAIS ATENDIDOS NO CENTRO DE ATENÇÃO PSICOSSOCIAL (CAPSII) MONTES CLAROS-MG;2008;;;;;;;;;
As classes populares reivindicam: experiências políticas alternativas de montesclarenses da perifeiria em meados novecentistas;2004;CIENCIAS_HUMANAS;História;;;;;;;
Rompendo o silêncio: cotidiano e participação políica popular em Montes Claros;2005;CIENCIAS_HUMANAS;História;;;;;;;
Montes Claros nas tilhas da retirada (1930-1960);2005;CIENCIAS_HUMANAS;História;;;;;;;
