TITULO-ARTIGO;ANO-ARTIGO;GRANDE-AREA-1;AREA-1;SUB-AREA-1;GRANDE-AREA-2;AREA-2;SUB-AREA-2;GRANDE-AREA-3;AREA-3;SUB-AREA-3
EFICÁCIA DO FIPRONIL ORAL NO CONTROLE DE Ctenocephalides felis felis (SIPHONAPTERA: PULICIDAE) E Rhipicephalus sanguineus (ACARI: IXODIDAE) EM CÃES.;2012;;;;;;;;;
Diagnóstico da educação agrícola numa perpectiva da agricultura familiar;2010;CIENCIAS_HUMANAS;Educação;;;;;;;
Impacto de uma intervenção para redução do desperdício em uma Unidade de Alimentação e Nutrição;2013;;;;;;;;;
Influência dos extrativos na resistência ao apodrecimento de seis espécies de madeiras;2005;;;;;;;;;
Contribuições da UFV para o avanço e o desenvolvimento da área de energia a partir de energia de biomassa no Brasil;2004;CIENCIAS_AGRARIAS;Recursos Florestais e Engenharia Florestal;;;;;;;
Propriedades fisico-quimicas de briquetes aglutinados com adesivo de silicato;2009;CIENCIAS_AGRARIAS;Recursos Florestais e Engenharia Florestal;;;;;;;
Efeito da hidrólise ácida dos taninos de Eucalyptus grandis w. hill ex Maiden nas propriedades dos adesivos tânicos;2009;;;;;;;;;
Propriedades fisicas e mecanicas dos papeis reciclados utilizados para fabricação de tubetes;2012;;;;;;;;;
"Utilização de ""pé-de-cuba"" oriundo da fabricação de cachaça artesanal na alimentação de frangos criados no sistema caipira em Salinas/MG";2009;CIENCIAS_AGRARIAS;Medicina Veterinária;;;;;;;
Mastectomia radical em uma ovelha da raça Santa Inês com mastite gangrenosa e piodermite aguda. Relato de caso.;2010;CIENCIAS_AGRARIAS;Medicina Veterinária;;;;;;;
Aproveitamento de resíduos da fabricação de cachaça para produção de etanol;2010;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;;;;;
A importância e dificuldades do cultivo e reprodução de peixes nativos no Brasil.;2010;;;;;;;;;
Representação matemática da correlação entre acidez total no  vinho  e acidez volátil na  cachaça;2010;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;;;;;
Reprodução induzida de alguns peixes migradores das bacias dos rios Pardo e Jequitinhonha.;2011;CIENCIAS_BIOLOGICAS;Biologia Geral;;;;;;;
Ocorrência de dois casos de queilosquise ligados à endogamia em bezerros da raça Girolando.;2011;CIENCIAS_AGRARIAS;Medicina Veterinária;;;;;;;
AVALIAÇÃO MORFOLÓGICA DO SISTEMA REPRODUTOR MASCULINO DE Panthera tigris;2012;CIENCIAS_BIOLOGICAS;Morfologia;Anatomia;;;;;;
Comparações histológicas e ultra-estruturais do peritônio de saguis e peixes.;2012;CIENCIAS_BIOLOGICAS;Morfologia;;CIENCIAS_BIOLOGICAS;Morfologia;Anatomia;;;
Dinâmica da matéria orgânica em um Latossolo Vermelho-Escuro Distrófico, fase cer-rado, submetido a diferentes sistemas de manejo. Ceres, v 38, n 3, p 513-21.;1991;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;;;
Otimização de Rotas de um Sistema de Engenharia de Tráfego, em Domínio MPLS, Utilizando Técnicas de Otimização por Enxame de Partículas;2010;ENGENHARIAS;Engenharia Elétrica;Telecomunicações;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação;;;
Um Estudo de Ferramentas de Medição de Parâmetros de Qualidade de Serviço em Redes IP;2010;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação;ENGENHARIAS;Engenharia Elétrica;Telecomunicações;;;
CARACTERIZAÇÃO DO TRABALHO DOS RAIZEIROS NO MERCADO MUNICIPAL DE SALINAS   MG;2012;CIENCIAS_BIOLOGICAS;Botânica;Morfologia Vegetal;CIENCIAS_BIOLOGICAS;Botânica;;CIENCIAS_DA_SAUDE;Farmácia;Análise e Controle de Medicamentos
Digestibilidad de nutrientes, proteina ideal y alimentación de pollitos de engorde en la fase preinicial.;2003;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Utilização de Dietas Vegetais com Diferentes Níveis de Proteína na Alimentação de Frangos de Corte;2002;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Desempenho de ovinos confinados alimentados com bagaço de cana-de-açúcar hidrolisado com óxido de cálcio;2008;CIENCIAS_AGRARIAS;Zootecnia;;;;;;;
Fatores antinutricionais dos ingredientes destinados à alimentação animal;2001;;;;;;;;;
Influence of the preparation technique on the development of poly-caprolactone nanoparticles.;2009;;;;;;;;;
"Preparation techniques of poli;-caprolactone nanoparticles: influence on particles size and distribution.";2009;;;;;;;;;
Poli-caprolactone nanospheres: development and characterization.;2009;;;;;;;;;
Avaliação da eficiência da adsorção com carvão ativado em pó na remoção de saxitoxinas;2007;;;;;;;;;
AVALIAÇÃO DE CULTIVARES DE ALFACE NAS CONDIÇÕES DE OUTONO/INVERNO NA REGIÃO DE BAIXADA DO RIO DE JANEIRO;1996;;;;;;;;;
ESTUDO DA BIODIVERSIDADE DE ESTIRPES DE ACETOBACTER DIAZOTRPHICUS ISOLADOS DE DIVERSOS GENÓTIPOS DE CANA-DE-AÇÚCAR.;1997;;;;;;;;;
UMA NOVA ESTRATEGIA DE ISOLAR ACETOBACTER DIAZOTROPHICUS DE PLANTAS DE CANA-DE-AÇÚCAR;1997;;;;;;;;;
GENETIC DIVERSITY OF ACETOBACTER DIAZOTROPHICUS ISOLATED FROM SUGAR CANE (SACCHARUM SPP) GENOTYPES ORIGINATED FROM DIFFERENT COUTRIES.;1997;;;;;;;;;
Avaliação da Qualidade da Recravação em Latas Metálicas (Folha de Flandres) Utilizadas no Acondicionamento de Salsichas;2006;;;;;;;;;
Avaliação das Condições Higiênicas na Produção e Comercialização da Carne-de-Sol na Região de Itapetinga, BA;2006;;;;;;;;;
Influência da concentração de sólidos sóluveis no ponto de congelamento da polpa de umbú.;2004;;;;;;;;;
Diagnóstico sócio-econômico da cadeia produtiva da carne-de-sol no sudoeste baiano: estudo preliminar;2006;;;;;;;;;
Determinação de Lactose no Leite de Diferentes Espécies de Ruminantes.;2005;CIENCIAS_AGRARIAS;Zootecnia;;;;;;;
Análise Microbiológica e Físico-química de Iogurtes com Polpas de morango Comercializados no Município de Itapetinga-BA.;2005;;;;;;;;;
Caracterização Do Caldo Extraído Dos Colmos Da Cultivar De Sorgo Sacarino BRS 506 (Sorghum bicolor L.);2010;;;;;;;;;
Composição Do caldo Extraído Dos Colmos Da Cultivar De Sorgo Sacarino BRS 506 (Sorghum bicolor L.);2010;;;;;;;;;
"""Os reinos do amarelo"" e a escrita pictórica de João Cabral de Melo Neto";2010;;;;;;;;;
As transições no corpo em O Conquistador, de Almeida Faria;2010;;;;;;;;;
"Literatura e cinema: Ecos Machadianos no filme ""Quanto vale, ou é por quilo""?";2008;;;;;;;;;
"Representações do feminino em O Cortiço, A queda dum anjo e ""O conto da ilha desconhecida""";2011;;;;;;;;;
A fissura do duplo em A Educação pela pedra;2011;;;;;;;;;
O duplo em A Educação pela pedra: permutações, desdobramentos, associações e discrepâncias;2011;;;;;;;;;
Intelectual e poder: a dualidade em Drummond;2007;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
O silêncio do narrador Lélio em algumas crônicas de Machado de Assis;2014;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
O silêncio do narrador Lélio em algumas crônicas de Machado de Assis;2014;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
As transições no corpo em O conquistador, de Almeida Faria;2010;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
Ser casa, fruta rio e/ou poço - figurações do feminino em alguns poemas de João Cabral de Melo Neto;2010;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
O reinos do amarelo e a escrita pictórica de João Cabral de Melo Neto;2010;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
Representações do feminino em: A queda dum anjo, O cortiço e o 'Conto da ilha desconhecida';2011;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
A fissura do duplo em A educação pela pedra: consolidação de uma prática de antilira;2011;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
'Uma mineira em Brasília': tradição e modernidade na poesia de João Cabral;2014;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
Brasília habitada por uma mineira: tradição e modernidade na poesia de João Cabral de Melo Neto;2013;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
Identidade Organizacional: o Estado da Arte Contemporâneo;2009;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;;;;;;
Assédio moral no trabalho, práticas e conseqüências: um estudo de caso nas empresas do ramo de confecção associadas à Câmara de Dirigentes Lojistas de Montes Claros/MG;2009;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;;;
A gênese do Capitalismo e conexões com o individualismo;2009;CIENCIAS_HUMANAS;Sociologia;;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas
A CRISTALIZAÇÃO DE UMA MICRORREVOLUÇÃO FRANCESA: O CASO DAS COOPERATIVAS DE SALINAS   MG;2012;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;;;;;;
Uma nova fórmula para atribuir sentido ao trabalho de autores importantes aos estudos organizacionais;2013;CIENCIAS_SOCIAIS_APLICADAS;Administração;Estudos Organizacionais;;;;;;
O  Novo  Dispositivo da Sustentabilidade;2013;CIENCIAS_SOCIAIS_APLICADAS;Administração;Estudos Organizacionais;;;;;;
O EQUILIBRISTA E A CORDA-BAMBA: DA RESISTÊNCIA CIRCENSE À GESTÃO DO ESPAÇO URBANO;2013;CIENCIAS_SOCIAIS_APLICADAS;Administração;Estudos Organizacionais;;;;;;
CIDADE E A GESTÃO DE UM CIRCO EM MEIO AOS MOVIMENTOS DE RESISTÊNCIA;2013;CIENCIAS_SOCIAIS_APLICADAS;Administração;Estudos Organizacionais;;;;;;
Isso não é uma analítica arqueológica;2014;CIENCIAS_SOCIAIS_APLICADAS;Administração;Estudos Organizacionais;;;;;;
POR UMA SÍNTESE CRÍTICA DO PLANEJAMENTO FORMAL E DA ESTRATÉGIA COMO PRÁTICA.;2014;CIENCIAS_SOCIAIS_APLICADAS;Administração;Estudos Organizacionais;;;;;;
Explodindo com a gestão: estratégias, táticas e resistências na (re)construção do Mercado da Vila Rubim;2014;CIENCIAS_SOCIAIS_APLICADAS;Administração;Estudos Organizacionais;;;;;;
CARNEIRO HIDRÁULICO ALTERNATIVO EM COMUNIDADES GERAIZEIRAS;2014;CIENCIAS_HUMANAS;Sociologia;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;CIENCIAS_HUMANAS;Sociologia;Sociologia Rural
GUARDIÕES DO CERRADO: QUESTÃO TERRITORIAL E IDENTIDADE DOS GERAIZEIROS DO ALTO RIO PARDO   NORTE DE MINAS GERAISGUARDIÕES DO CERRADO: QUESTÃO TERRITORIAL E IDENTIDADE DOS GERAIZEIROS DO ALTO RIO PARDO   NORTE DE MINAS GERAIS;2014;CIENCIAS_HUMANAS;Sociologia;Sociologia Rural;;;;;;
A LUTA GERAIZEIRA: TERRITORIALIDADE E MEIO AMBIENTE;2014;CIENCIAS_HUMANAS;Sociologia;Sociologia Rural;;;;;;
A Questão Agrária no Norte de Minas Gerais: o Movimento dos Geraizeiros e a luta pela terra no Alto Rio Pardo.;2013;CIENCIAS_HUMANAS;Sociologia;;CIENCIAS_HUMANAS;Sociologia;Sociologia Rural;;;
Avaliação da polinizaçcão artificial de flores de pinha (Annona squamosa L.) de diferentes tamanhos;2002;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Enraizamento e crescimento dos porta-enxertos 'IAC 572' e 'IAC 766' em telado e no campo;2002;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;
Efeito de horário de polinização artificial artificial do pegamento e qualidade de frutos de pinha (Annona squamosa L.);2002;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia
Avaliação da polinização artificial de flores de pinha (Annona squamosa L.) de diferentes tamanhos;2002;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Efeito de difeentes métodos de quebra de dormência em sementes de pinha;2002;CIENCIAS_AGRARIAS;Agronomia;MANEJO DE SEMENTES;;;;;;
Enraizamento e crescimento dos porta-enxertos 'IAC 572' e 'IAC 766' em telado e no campo;2002;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Ensacamento de frutos de pinheira na qualidade físico-química;2003;;;;;;;;;
Avaliação da polinização artificial de flores de pinha (Annona squamosa l.) de diferentes tamanhos;2003;;;;;;;;;
Efeito de horários de polinização artificial no pegamento e qualidade de frutos de pinha (Annona squamosa L.);2003;;;;;;;;;
Enraizamento e crescimento dos porta-enxertos de videira  IAC 572  E  IAC 766  em telado e no campo;2003;;;;;;;;;
Avaliação de diferentes doses de nitrogênio, fósforo e potássio em pinheira (Annona squamosa L.);2003;;;;;;;;;
Eficiência da polinização natural e da polinização artificial em flores de atemoiera no Norte de Minas Gerais;2005;;;;;;;;;
Diferentes métodos de polinização em flores de pinheira no Norte de Minas Gerais;2005;;;;;;;;;
Viabilidade dos grãos de pólen de atemoieira em diferentes horários e concentrações de sacarose;2005;;;;;;;;;
Correlação entre número de carpelos e comprimento de flores de atemóia;2005;;;;;;;;;
Avaliação do desenvolvimento de dois tipos de mudas em variedades itália e niágara no norte de Minas Gerais;2004;;;;;;;;;
Efeito da temperatura de armazenamento sobre a viabilidade dos grãos de pólen de flores de pinheira;2004;;;;;;;;;
Determinação do número de carpelos em diferentes tamanhos de flor de pinheira;2004;;;;;;;;;
Efeito da aplicação de reguladores de crescimento no pegamento e desenvolvimento de frutos de atemoieira;2005;;;;;;;;;
Monitoramento de pragas da mangueira  haden  no município de janaúba com ênfase na produção integrada;2008;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Caracterização físico-química de frutos de mangueira  haden  e  palmer  produzidos em sistema de produção integrada nas condições irrigadas do norte de minas gerais;2008;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Partículas de sílicas dopadas com complexos luminescentes;2006;;;;;;;;;
Europium complex in silica nanoparticles and thin films supportes in glass substrate by sol gel methodology;2007;;;;;;;;;
Construção de um destilador simples como alternativa didática a partir da utilização de materiais de baixo custo e fácil aquisição.;2012;;;;;;;;;
Utilizando Materiais Alternativos de Baixo Custo como Alternativa Pedagógica para Visualização de Desdobramento de Misturas;2012;;;;;;;;;
Aspectos Dificultadores no Processo Ensino-Aprendizadgem de Química no Ensino Médio;2012;;;;;;;;;
Cubo Químico: Um Jogo para Desenvolver Conceitos de Funções Orgânicas;2012;;;;;;;;;
Cubo Químico: Um Jogo para Desenvolver Conceitos de Funções Orgânicas;2012;;;;;;;;;
Visualizando os Efeitos das Propriedades Coligativas: Uma Atividades Experimental Sobre Ebulioscopia e Crioscopia;2012;;;;;;;;;
Acerte as Vidrarias: Uma Brincadeira para Desenvolver Conceitos e Habilidades em Materiais de Laboratório;2012;;;;;;;;;
Construção de Um Destilador Simples como Alternativa Didática a Partir da Utilização de Materiais Baixo Custo e Fácil Aquisição;2012;;;;;;;;;
As Diferentes Concepções de Construção Temáticas de Brinquedos Educativos por Alunos do Ensino Médio a Partir do Jogo Cara a Cara;2012;;;;;;;;;
Separação de misturas a partir de materiais alternativos aplicado no ensino médio;2012;;;;;;;;;
Destilador Simples, uma Alternativa Didática a Partir da Utilização de Materiais de Baixo Custo e Fácil Aquisição;2012;;;;;;;;;
Estudos sobre a preparação de banana chips e produtos de banana desidratada;2004;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
Estabilidade de Licor Cremoso submetido à estocagem acelerada e refrigeração;2005;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
Estudos sobre a composição e textura de banana chips;2005;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
ABE-31: Relação entre os teores de enxofre e de cobre em cachaças artesanais e industriais;2007;;;;;;;;;
ABE- 35: utilização de diferentes carvões ativos na remoção de cobre em aguardente de cana;2007;;;;;;;;;
BA - 009 Remoção de cobre em cachaça utilizando diferentes carbamatos;2008;;;;;;;;;
Perfil sensorial de cachaça em função da utilização de carvão ativado para filtragem e da diluição com água;2008;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;
Estudo da qualidade da água no processamento de vegetais;2008;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
Quantificação de óleos essenciais em limas ácidas;2008;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
Controle e qualidade da água com enfoque na produção de olerícolas;2008;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
BA- 043 Qualidade físico-química de cachaças comercializadas no município de Lavras;2008;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;
Estudo da composição de gorduras do caroço de três variedades da manga (Mangifera indica);2006;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
Análise cromatografica de cachaça e aguardente de frutas;2009;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
Avaliação da presença de hidrocarbonetos policiclicos aromáticos em cachaç mineiras;2009;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
Ésteres e acidez volátil em cachaças comercializadas na região metropolitana de Belo Horizonte;2011;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;;
Caracterização da Borra de Café;2008;;;;;;;;;
Avaliação da Influencia de Nutrientes na Propagação de Fermento para Produção de Cachaça Artesanal;2006;;;;;;;;;
Montagem de um Moinho Híbrido;2006;;;;;;;;;
Desenvolvimento, avaliação qualitativa, rendimento e custo de produção de aguardente de goiaba;2008;;;;;;;;;
Carbamato de etila: quantificação em cachaças artesanais de Minas Gerais;2008;;;;;;;;;
Avaliação do cobre, densidade e teor alcoólico das cachaças artesanais produzidas na Bahia e MInas Gerais;2011;;;;;;;;;
Estudo estatístico da avaliação físico química e da composição fenolica de cachaça envelhecida em tonel de carvalho no período de 24 meses;2011;;;;;;;;;
Perfil físico químico das cachaças orgânicas do Brasil;2011;;;;;;;;;
Aplicabilidade da técnica de extração em fase sólida para quantificação de fenólicos em cachaça;2010;;;;;;;;;
Caracterização da cor e análise sensorial de aguardentes envelhecidas antes e apos a utilização de carvão ativado para remoção de cobre;2010;;;;;;;;;
Quantificação da 1,2-benzopirona e dos ácidos orto e para cumarico por HPLC com detector de arranjo de diodos e com detector de fluorescência em cachaça;2010;;;;;;;;;
Utilization of activated charcoal for the removal of copper and its interference with the phenol composition of aged cachaça;2010;;;;;;;;;
Avaliação físico-química de cachaças comercializadas em 2010 no municípo de Lavras - MG;2011;;;;;;;;;
Estudo Sobre as Principais Parasitoses e as Condições Sanitárias da População de Mato Verde;2008;;;;;;;;;
"Analise Microbiológica de Microorganismo Patogênicos ao Homem Presentes em Frutas de Banana""Prata Anã""";2008;;;;;;;;;
Risco Coronariano dos Atletas Praticantes de Futebol de Campo do Caiçara Praia Clube de Janaúba/MG;2008;;;;;;;;;
Analise Microbiológica da Água Utilizada na Produção de Manga no Norte de Minas Gerais;2009;;;;;;;;;
Construção de Modelos celulares pelos alunos das primeiras séries do IFNMG - Campus Salinas.;2010;;;;;;;;;
PROJETO DE APLICAÇÃO DA FAVENORTE - PROAF - UM LABORATÓRIO DE PRÁTICA DE FORMAÇÃO DOCENTE.;2008;;;;;;;;;
Composição da Prevalência de Infectados por Esquistossomose nas Zonas Urbanas e Rural de Águas Vermelhas;2010;;;;;;;;;
As Metodologias Utilizadas No Ensino de Microbiologia e sua Relação com o Ensino Noturno;2012;;;;;;;;;
Análise do Conhecimento sobre Doenças Sexualmente Transmissíveis dos alunos do Ensino Médio do IFNMG - Campus Salinas;2012;;;;;;;;;
O Jogo como ferramenta no ensino-aprendizagem de biologia no Ensino Médio;2012;;;;;;;;;
Metodologias utilizadas no ensino de microbiologia: o que existe e o que se propõe para uma aprendizagem significativa;2013;;;;;;;;;
Formação de professores em Institutos Federais e a evasão como agravante da problemática docente: o caso das licenciaturas no Instituto Federal do Norte de Minas Gerais - Campus Salinas;2013;;;;;;;;;
OS CURSOS DE LICENCIATURA DO INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS CAMPUS SALINAS: PERSPECTIVAS DE UMA FORMAÇÃO PARA A EDUCAÇÃO PROFISSIONAL;2013;;;;;;;;;
Levantamento de caramujos hospedeiros da esquistossomose   Biomphalaria spp.    na bacia do Rio Salinas   Mg, e sua taxa de infecção por Schistosoma mansoni.;2012;CIENCIAS_BIOLOGICAS;Parasitologia;Entomologia e Malacologia de Parasitos e Vetores;;;;;;
Change in Behavioral visits affected by flower color change in Banisteriopsis argyrophylla;2009;;;;;;;;;
Comportamento de oviposição do Aedes aegypti: número de ovos, criadouros colonizados e  skip-oviposition ;2012;CIENCIAS_BIOLOGICAS;Parasitologia;Controle de vetores;;;;;;
Estudo do comportamento de oviposição do mosquito Aedes aegypti em Salinas   MG, e a influência de fatores climáticos;2012;CIENCIAS_BIOLOGICAS;Parasitologia;Controle de vetores;;;;;;
Características Ambientais de Residências Positivas para a Presença do Mosquito Aedes aegypti (Linneaus, 1762).;2013;;;;;;;;;
ANÁLISE DA PREVALÊNCIA DE ENTEROPARASITOSES E DOS FATORES DE RISCO EM DOIS BAIRROS DO MUNICÍPIO DE SALINAS   MG;2013;CIENCIAS_BIOLOGICAS;Parasitologia;Helmintologia de Parasitos;CIENCIAS_BIOLOGICAS;Parasitologia;Protozoologia de Parasitos;;;
COMPORTAMENTO DE OVIPOSIÇÃO DO MOSQUITO AEDES AEGYPTI NO CLIMA SEMI-ÁRIDO DA REGIÃO NORTE DE MINAS GERAIS;2013;CIENCIAS_BIOLOGICAS;Parasitologia;Entomologia e Malacologia de Parasitos e Vetores;;;;;;
Estudo do comportamento de oviposição do mosquito Aedes aegypti em dois bairros de Salinas   MG, e sua importância epidemiológica nas ações de combate à dengue;2013;;;;;;;;;
SINTESE DE COMPOSTOS POTENCIALMENTE HERBICIDAS A PARTIR DO 6,7-EXO-ISOPROPILIDENODIOXI-8-OXABICICLO3.2.1OCTAN-3-ONA.;1996;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Orgânica;;;;;;
Intoxicação de Macaco Barrigudo (Lagothrix lagothricha) por Euphorbia pulcherrima;2005;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal
Estudo da Transmissão Vertical de Neospora caninum em Ovelhas Deslanadas.;2006;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal
Avaliação do Perfil Hematológico de Ratos Machos (Rattus novergicus) - Linhagem Wistar - do Biotério Central da Universidade Federal do Espírito Santo.;2004;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;;;
Avaliação do Perfil Fisiológico de Ratos (Rattus novergicus) Linhagem Wistar do Biotério Central da Universidade Federal do Espírito Santo - UFES;2004;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;;;;;;
Avaliação Clínica de Ratos do Biotério da UFES: Parâmetros Sanitários.;2004;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva
Avaliação Clínica de Ratos do Biotério da UFES: Parâmetros Fisiológicos.;2004;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;;;;;;
Vírus Tipo Vaccínia no Espírito Santo é Proveniente de Outros Estados?;2003;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva
Avaliação Histopatológica de Lesões Cutâneas da Papilomatose em Bovinos Submetidos à Vacinação Autógena;2003;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal
Relato de Ocorrência de Deficiência de Vitamina A em Galos Leves Alimentados com Dieta Rica em Ácidos Graxos Poliinsaturados e Suplementados com Vitamina E;2003;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal
Humoral immune responses to the synthetic immunogens SBbo23290 (Babesia bovis) and SBm7462 (Rhipicephalus (Boophilus) microplus);2009;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva
Biological parameters of ticks collected from animals immunized with peptides SBbo23290 and SBm7462;2009;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_BIOLOGICAS;Parasitologia;;;;
Obtenção de linhagem de linfócitos T SBm7462-reativos de camundongos BALB/c imunizados com o peptídeo sintético anti-carrapato Rhipicephalus (Boophilus) microplus (SBm7462) por via oral e nasal;2007;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal
Resposta imune à vacina sintética anti-carrapato Rhipicephalus (Boophilus) microplus (SBm7462) em camundongos BALB/c: avaliação  in vitro  de medicamentos indutores de apoptose via TCR em linfócitos T.;2007;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;CIENCIAS_BIOLOGICAS;Imunologia;Imunoquímica
"Modelo ""ex vivo"" da apoptose induzida via TCR em linfócitos de camundongos BALB/c imunizados com o peptídeo sintético SBm7462.";2007;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;CIENCIAS_BIOLOGICAS;Imunologia;Imunoquímica
