TITULO-ARTIGO;ANO-ARTIGO;NOME-PESQUISADOR
Física Moderna e Contemporânea: A astrobiologia como alternativa no Ensino de Física;2013;José Antônio Duarte Santos
O uso de applets para o ensino de Mecânica: Uma ferramenta de apoio ao Ensino de Física;2014;José Antônio Duarte Santos
Non-invasive and Non-scattered Annotations for More Robust Pointcuts;2008;Leonardo Humberto Guimarães Silva
Controlando a Evolução de Sistemas Orientados por Aspectos por meio de Aspect-Aware Interfaces;2007;Leonardo Humberto Guimarães Silva
Um Estudo sobre o Emprego de Quantificação em Sistemas Orientados por Aspectos: Resultados Preliminares;2007;Leonardo Humberto Guimarães Silva
Improving Maintainability and Evolvability using Architectural Constraints;2011;Leonardo Humberto Guimarães Silva
ArchLint: Uma Ferramenta para Detecção de Violações Arquiteturais usando Histórico de Versões;2013;Leonardo Humberto Guimarães Silva
Diagnóstico, prevenção e controle da mastite na Fazenda Murta, Muriaé-MG;2004;Leonardo Lara e Lanna
Atlas de Histologia Veterinária em CD-ROM;2004;Leonardo Lara e Lanna
Infecciosidade e sorologia de cães antes e durante o tratamento da leishmaniose visceral;2006;Leonardo Lara e Lanna
Influência da idade sobre a produção espermática diária em cães;2007;Leonardo Lara e Lanna
Inseminação intrauterina transcervical com uso de sêmen congelado em cadela - relato de caso;2007;Leonardo Lara e Lanna
Induction of estrus in dogs with an injectable formulation of deslorelin;2008;Leonardo Lara e Lanna
Resistência elétrica da secreção vaginal e sua relação com o momento da ovulação em cadelas tratadas com a deslorelina;2009;Leonardo Lara e Lanna
Efeito da renovação do meio diluidor sobre a longevidade do sêmen canino resfriado;2011;Leonardo Lara e Lanna
Aplasia segmentar de corno uterino com gestação a termo no corno uterino contralateral em cadela Buldogue Francês - relato de caso;2011;Leonardo Lara e Lanna
Esterilização química de gatos por injeção intratesticular de solução à base de zinco: resultados preliminares;2011;Leonardo Lara e Lanna
Perfil citológico dos líquidos amniótico e alantoidiano durante a gestação da vaca;2009;Leonardo Lara e Lanna
Somatic index od different testicular components in dogs from puberty to senility;2010;Leonardo Lara e Lanna
Cat sterilization using a zinc-based solution by intratesticular administration: preliminary results;2010;Leonardo Lara e Lanna
Reserva espermática gonadal, extragonadal e total em codornas japonesas submetidas a cruzamentos contínuos;2012;Leonardo Lara e Lanna
Dimensões testiculares e sua correlação com o peso testicular em codornas japonesas;2012;Leonardo Lara e Lanna
Dimensões testiculares e índice gonadossomático em codornas japonesas dos 15 aos 60 dias de idade;2012;Leonardo Lara e Lanna
Enema de bário no diagnóstico de desvio retal associado à hérnia perineal em cão: relato de caso;2012;Leonardo Lara e Lanna
Testicular transcutaneous ultrasound in Japanese quail: a new approach for selection of breeders;2012;Leonardo Lara e Lanna
Testicular weight and its correlation with body weight and testicular biometry in Japanese quail: implications for selection of breeders;2012;Leonardo Lara e Lanna
Testicular histometry and gonadosomatic index in Japanese quails between 15 and 60 days old;2012;Leonardo Lara e Lanna
Ultrassonografia testicular como método de seleção para capacidade de produção espermática na codorna japonesa (Coturnix coturnix japonica);2012;Leonardo Lara e Lanna
Metilergometrina associada ao aglepristone no tratamento conservativo de piometra fechada em cadela - relato de caso;2013;Leonardo Lara e Lanna
Perfil hematológico, bioquímico e cortisol sérico de cavalos Quarto de Milha submetidos à competição de Team Penning;2014;Leonardo Lara e Lanna
Conservação de sêmen canino resfriado com meio diluidor à base de água de coco e gema de ovo;2014;Leonardo Lara e Lanna
Perfil hematológico de cavalos da raça Quarto de Milha submetidos à competição de Team Penning;2014;Leonardo Lara e Lanna
Textos ficcionais no ensino de física geral: uma propostaconectando tópicos de mecânica e astronomia;2013;Luciano Adley Costa Castro
AVALIAÇÃO DA CULTIVAR DE CEBOLA ALFA TROPICAL EM PLANTIO NA ÉPOCA SECA, EM LOCAIS DE MG, BA, ES E GO.;2002;Lázaro Gonçalves Siqueira
Influence of nitrogen used inf fertilization of cultures of sugar cane and of the addition of nutritional supplements in the fermentation for cachaça production;2011;Magalhaes Teixeira de Souza
Eficiência da limpeza de sistemas de irrigação por gotejamento subsuperficial com aplicação de ácido fosfórico;2002;Marcelo Rossi Vicente
Estudos dos efeitos da irrigação e fertirrigação em dois cultivares de café arábica;2002;Marcelo Rossi Vicente
Produtividade e crescimento vegetativo do cafeeiro irrigado, na região de Viçosa - MG;2002;Marcelo Rossi Vicente
Produtividade e crescimento vegetativo do cafeeiro sob diferentes fertilizantes utilizados em fertirrigação, na região de Viçosa-MG;2002;Marcelo Rossi Vicente
Comparação entre produtividades de cafeeiros sob irrigação por gotejamento superficial e subsuperficial e em condições de sequeiro;2003;Marcelo Rossi Vicente
Irrigação por aspersão tipo malha na cultura do cafeeiro na região da Zona da Mata de Minas Gerais;2003;Marcelo Rossi Vicente
Avaliação da produtividade de cultivares de Coffea arabica L. sob condição de irrigação localizada no cerrado de MG (dados de duas produções);2003;Marcelo Rossi Vicente
Análise do consumo de água para as regiões do Triângulo Mineiro e Oeste da Bahia utilizando o programa computacional IRRIGA;2003;Marcelo Rossi Vicente
Efeito da irrigação e do posicionamento das linhas de gotejadores (superficial e subsuperficial) na produtividade de cefeeiros na região do cerrado;2003;Marcelo Rossi Vicente
Determinação da produtividade e das necessidades hídricas da abobrinha italiana em condições de casa de vegetação no período de outono/inverno.;2001;Marcelo Rossi Vicente
Produtividade de cultivares de Coffea arabica L. sob condição de irrigação no cerrado de MG (dados de duas produções);2003;Marcelo Rossi Vicente
Utilização da irrigação por aspersão tipo malha na cafeicultura de montanha da zona da mata de Minas Gerais.;2003;Marcelo Rossi Vicente
Utilização do programa computacional IRRIGA para estimativa do consumo de água da cafeicultura irrigada do Triângulo Mineiro e Oeste da Bahia;2003;Marcelo Rossi Vicente
Produtividade de cultivares de café sob condição de irrigação localizada (Dados 2 produções);2002;Marcelo Rossi Vicente
Produtividade do café Catuai IAC 144, sob irrigação por gotejamento e em condições de sequeiro;2002;Marcelo Rossi Vicente
Avaliação de uniformidade em sistemas de irrigação por gotejamento tipo subsuperfície, com e sem aplicação de ácido fosfórico;2002;Marcelo Rossi Vicente
Irrigação por aspersão tipo malha na cefeicultura de montanha em Minas Gerais;2003;Marcelo Rossi Vicente
Avliação de sistemas de irrigação por aspersão tipo malha na cultura do cafeeiro na região da Zona da Mata de Minas Gerais;2003;Marcelo Rossi Vicente
Utilização de diferentes fontes de nitrogênio e potássio na produtividade de cafeeiros irrigados e fertirrigados;2003;Marcelo Rossi Vicente
Influência da baixa uniformidade de distribuição de aguá na produtividade de cafeeiros fertirrigados na região da Zona da Mata de Minas Gerais;2003;Marcelo Rossi Vicente
Efeito da irrigação na produtividade de cafeeiros, variedade Catuaí, na região da Zona da Mata de Minas Gerais;2003;Marcelo Rossi Vicente
Estudo da viabilidade econômica da cafeicultura irrigada e de sequeiro para as regiôes da Zona da Mata e Cerrado de Mians Gerais;2003;Marcelo Rossi Vicente
Produtividade de cultivares de Coffea arabica de porte baixo, sob condição de irrigação localizada no cerrado de Minas Gerais (Dados de duas Produções);2003;Marcelo Rossi Vicente
Avaliação dos efeitos da irrigação na produtiviadde de cafeeiros na região de Viçosa MG;2003;Marcelo Rossi Vicente
Comparação da determinação da umidade do solo através dos métodos: padrão de estufa, tensiometria e balanço hídrico do solo utilizando o software IRRIGA;2003;Marcelo Rossi Vicente
Custo de energia elétrica e diesel em sistemas de irrigação na cafeicultura de Viçosa-Mg, estimados pelo software IRRIGA;2003;Marcelo Rossi Vicente
Estudo sobre a utilização de distintas fontes de nitrogênio e potássio na produtividade de cafeeiros irrigados e fertirrigados durante quatro safras;2003;Marcelo Rossi Vicente
Necessidades hídricas de cafeeiros irrigados em regiões brasileiras, estimadas pelo software IRRIGA;2003;Marcelo Rossi Vicente
Resposta do cefeiro ao uso de fertirrigação na região da zona da Mata de Minas Gerais;2003;Marcelo Rossi Vicente
Uniformidade de aplicação de água em sistemas de irrigação por pivô central e por gotejamento, utilizados na cafeicultura irrigada na região Oeste da Bahia (resultados preliminares);2004;Marcelo Rossi Vicente
Produtividade do Cafeeiro irrigado por diferentes sistemas de irrigação na região da Zona da Mata de Minas Gerais ;2004;Marcelo Rossi Vicente
Avaliação do tempo de formação e da largura da faixa molhada em um sistema de irrigação localizada por gotejamento com diferentes vazões;2004;Marcelo Rossi Vicente
Avaliação do efeito de diferentes dosagens de nitrogênio e potássio aplicados via fertirrigação na produtividade de cafeeiros na região de Viçosa - MG;2004;Marcelo Rossi Vicente
Gestão e avaliação de impacto ambiental da cafeicultura irrigada en regiões selecionadas do território nacional;2005;Marcelo Rossi Vicente
Produtividade do cafeeiro irrigado por diferentes sistemas de irrigação na região da Zona da Mata de Minas Gerais;2005;Marcelo Rossi Vicente
Avaliação do efeito de diferentes dosagens de nitrogênio e potássio aplicados via fertirrigação na produtividade de cafeeiros na região de Viçosa - MG;2005;Marcelo Rossi Vicente
Determinação do número de emissores a serem avaliados em pivôs centrais equipados comn emissores LEPA e emissores alternativos;2005;Marcelo Rossi Vicente
Manejo e gerenciamento da irrigação na cafeicultura irrigada por gotejamento e pivô central através do programa irriga;2005;Marcelo Rossi Vicente
Avaliação de sistemas de irrigação por pivô central e gotejamento, utilizados na cafeicultura da região Oeste da Bahia;2005;Marcelo Rossi Vicente
Consumo de água e energia elétrica em sistemas de irrigação por pivô central equipados com emissores tipo LEPA utilizados na cafeicultura;2005;Marcelo Rossi Vicente
Avaliação de sistemas de irrigação por pivô central e gotejamento utilizados na cafeicultura da região Oeste da Bahia;2005;Marcelo Rossi Vicente
Determinação do número de emissores a serem avaliados em pivôs centrais equipados com emissores LEPA e emissores alternativos;2005;Marcelo Rossi Vicente
Avaliação do efeito de diferentes dosagens de nitrogênio e potássio aplicados via fertirrigação na produtividade de cafeeiros na região de Viçosa-MG;2005;Marcelo Rossi Vicente
Utilização de diferentes fontes de nitrogenio e potássio na produtividade de cafeeiros irrigados e fertirrigados;2005;Marcelo Rossi Vicente
Efeito da irrigação na produtividade de cafeeiros, variedade catuaí, na região da Zona da Mata de Minas Gerais;2005;Marcelo Rossi Vicente
Consumo de água e energia elétrica em sistemas de irrigação por pivô central equipados com emissores tipo LEPA utilizados na cafeicultura;2005;Marcelo Rossi Vicente
Manejo e gerenciamento da irrigação na cafeicultura irrigada por gotejamento e pivô central através do programa irriga;2005;Marcelo Rossi Vicente
Produtividade do cafeeiro irrigado por diferentes sistemas de irrigação na região da Zona da Mata de Minas Gerais;2005;Marcelo Rossi Vicente
Determinação das necessidades hídricas de cafeeiros irrigados em condições de campo e casa de vegetação;2004;Marcelo Rossi Vicente
Avaliação do efeito de diferentes dosagens de nitrogênio e potássio aplicados via fertirrigação na produtividade de cafeeiros na região de Viçosa MG;2004;Marcelo Rossi Vicente
Avaliação da produtividade do cafeeiro irrigado por diferentes sistemas de irrigação e não irrigado;2004;Marcelo Rossi Vicente
Efeito das lâminas de irrigação na incidência e severidade da ferrugem do cafeeiro irrigado por gotejamento;2006;Marcelo Rossi Vicente
Incidência e severidade da cercosporiose em cafeeiros irrigados por gotejamento sobre diferentes lâminas de irrigação;2006;Marcelo Rossi Vicente
Efeitos de diferentes lâminas de irrigação e aplicação do fungicida (pyraclostrobin + epoxiconazole) na produtividade do cafeeiro (safra 2004/2005);2006;Marcelo Rossi Vicente
Manejo da irrigação em cafeeiros adultos em patrocínio-mg, utilizando o programa computacional Irriga   Gesai;2006;Marcelo Rossi Vicente
Manejo da irrigação do cafeeiro na região Oeste da Bahia;2006;Marcelo Rossi Vicente
Eficiência de irrigação em pivôs de aplicação de água localizada;2006;Marcelo Rossi Vicente
Análise econômica do efeito de diferentes dosagens de nitrogênio e potássio aplicados via fertirrigação na produtividade de cafeeiros da região de Viçosa MG;2006;Marcelo Rossi Vicente
COMPARAÇÃO DA LÂMINA APLICADA E COLETADA EM UM SISTEMA DE IRRIGAÇÃO POR MINIASPERSÃO CONVENCIONAL FIXO;2006;Marcelo Rossi Vicente
EFEITO DA IRRIGAÇÃO NA PRODUTIVIDADE DO FEIJOEIRO, CULTIVAR OURO VERMELHO, EM VIÇOSA, MG;2006;Marcelo Rossi Vicente
COMPORTAMENTO DO SISTEMA RADICULAR DO FEIJOEIRO SOB DIFERENTES LÂMINAS DE IRRIGAÇÃO;2006;Marcelo Rossi Vicente
Produtividade do cafeeiro fertirrigado por doses crescentes de nitrogênio e potássio;2007;Marcelo Rossi Vicente
Efeitos de diferentes lâminas de irrigação na produtividade do cafeeiro irrigado por gotejamento no oeste da Bahia;2007;Marcelo Rossi Vicente
Efeitos de diferentes lâminas de irrigação na produtividade do cafeeiro irrigado por pivô central equipado com emissores LEPA no oeste da Bahia;2007;Marcelo Rossi Vicente
Efeito de diferentes sistemas de irrigação na produtividade do cafeeiro na região da Zona de Mata de Minas Gerais (3º safra);2007;Marcelo Rossi Vicente
Avaliação de diferentes níveis de fertirrigação nitrogenada e potássica no desenvolvimento vegetativo e produtividade do cafeeiro irrigado por gotejamento no oeste da Bahia;2007;Marcelo Rossi Vicente
Uso do déficit hídrico como ferramenta para uniformizar a floração do cafeeiro no Oeste da Bahia;2007;Marcelo Rossi Vicente
Adensamento do lodo proveniente da água residuária da lavagem e despolpa dos frutos do cafeeiro;2007;Marcelo Rossi Vicente
Variação da capacidade de campo, ponto de murcha e densidade aparente em uma área de cafeicultura irrigada por aspersão em malha;2007;Marcelo Rossi Vicente
Maturação dos frutos do cafeeiro submetidos a diferentes lâminas de irrigação no oeste da Bahia;2007;Marcelo Rossi Vicente
Uniformidade de aplicação de água de um sistema de irrigação de aspersão fixa por malha em cafeeiros em formação;2007;Marcelo Rossi Vicente
Avaliação de diferentes níveis de fertirrigação nitrogenada e potássica no desenvolvimento vegetativo e produtivo do cafeeiro irrigado por gotejamento no oeste da Bahia;2007;Marcelo Rossi Vicente
Análise de diferentes metodologias para a determinação do coeficiente de localização da irrigação (Kl) em cafeeiros;2007;Marcelo Rossi Vicente
CARACTERIZAÇÃO HIDRÁULICA DE MICROASPERSOR APLICANDO ÁGUA LIMPA, ÁGUA RESIDUÁRIA DE AVICULTURA E DE BOVINOCULTURA;2007;Marcelo Rossi Vicente
ESTUDO DO ESCOAMENTO SUPERFICIAL EM ÁREAS AGRÍCOLAS DA BACIA DO RIO CASCA;2007;Marcelo Rossi Vicente
SUSCETIBILIDADE AO ENTUPIMENTO DE MICROASPERSOR OPERANDO COM ÁGUA RESIDUÁRIA DE AVICULTURA;2007;Marcelo Rossi Vicente
SUSCETIBILIDADE AO ENTUPIMENTO DE MICROASPERSORES OPERANDO COM ÁGUA RESIDUÁRIA DE BOVINOCULTURA;2007;Marcelo Rossi Vicente
ANÁLISE DE PRECIPITAÇÃO DA BACIA HIDROGRÁFICA DO RIO GLORIA;2007;Marcelo Rossi Vicente
DETERMINAÇÃO DA DUREZA, ALCALINIDADE E COR NA ÁGUA;2007;Marcelo Rossi Vicente
SEDIMENTAÇÃO DA ÁGUA RESIDUÁRIA DA LAVAGEM DA BATATA EM COLUNAS;2007;Marcelo Rossi Vicente
DETERMINAÇÃO DAS CARACTERÍSTICAS QUÍMICAS DE UM SOLO QUE RECEBEU OU NÃO A APLICAÇÃO DE LODO DE ESGOTO SANITÁRIO;2007;Marcelo Rossi Vicente
EFEITO DO DEFICIT HÍDRICO NA FLORAÇÃO DO CAFEEIRO, CULTIVADO NO OESTE DA BAHIA, MONITORADO POR MEIO DO DESENVOLVIMENTO DO BOTÃO FLORAL E DO STATUS HÍDRICO DA PLANTA;2007;Marcelo Rossi Vicente
IMPACTO DE NÍVEIS DE IRRIGAÇÃO NO ATAQUE DE Leucoptera coffeella E AÇÃO DE VESPAS PREDADORAS EM Coffea arabica;2007;Marcelo Rossi Vicente
EFEITOS DE DIFERENTES LÂMINAS DE IRRIGAÇÃO NA PRODUTIVIDADE DO CAFEEIRO NA REGIÃO OESTE DA BAHIA;2007;Marcelo Rossi Vicente
INFLUÊNCIA DE DIFERENTES LÂMINAS DE IRRIGAÇÃO NA MATURAÇÃO DOS FRUTOS DO CAFEEIRO NA REGIÃO OESTE DA BAHIA;2007;Marcelo Rossi Vicente
AVALIAÇÃO DE DIFERENTES NÍVEIS DE FERTIRRIGAÇÃO NITROGENADA E POTÁSSICA NO DESENVOLVIMENTO VEGETATIVO E PRODUTIVO DO CAFEEIRO IRRIGADO POR GOTEJAMENTO NO OESTE DA BAHIA;2007;Marcelo Rossi Vicente
ESPAÇAMENTOS CRESCENTES NA LINHA DE PLANTIO (ENTRE PLANTAS) NA CAFEICULTURA IRRIGADA NO OESTE DA BAHIA EM PLANTIO TARDIO - MARÇO/ABRIL;2008;Marcelo Rossi Vicente
ESPAÇAMENTO ENTRE PLANTAS, NA LINHA, PARA CAFEEIROS IRRIGADOS SOB PIVÔ CENTRAL-LEPA COM CULTIVO CIRCULAR NO OESTE DA BAHIA;2008;Marcelo Rossi Vicente
ESPAÇAMENTOS CRESCENTES NA LINHA DE PLANTIO (ENTRE PLANTAS) NA CAFEICULTURA IRRIGADA NO OESTE DA BAHIA EM PLANTIO TARDIO   MARÇO/ABRIL (3ª SAFRA);2009;Marcelo Rossi Vicente
ESTUDO DE PODAS POR DECOTE EM DIFERENTES ÉPOCAS EM CAFEEIROS NO OESTE DA BAHIA;2009;Marcelo Rossi Vicente
MANEJO SIMPLIFICADO DA IRRIGAÇÃO DO CAFEEIRO UTILIZANDO-SE O SOFTWARE IRRISIMPLES;2009;Marcelo Rossi Vicente
COMPARAÇÃO DE MÉTODOS QUE DETERMINAM O TEOR DE ÁGUA EQUIVALENTE A CAPACIDADE DE CAMPO;2009;Marcelo Rossi Vicente
ALTERAÇÃO DA ACIDEZ ATIVA EM SOLO SUBMETIDO À FERTIRRIGAÇÃO COM ÁGUA RESIDUÁRIA DA SUINOCULTURA;2009;Marcelo Rossi Vicente
EFEITOS DA FERTIRRIGAÇÃO COM ÁGUA RESIDUÁRIA DA SUINOCULTURA NA CTC DO SOLO;2009;Marcelo Rossi Vicente
DETERMINAÇÃO DE EQUAÇÕES DE PERDA DE CARGA CONTÍNUA PARA TUBULAÇÕES DE AÇO ZINCADO CONDUZINDO ÁGUA RESIDUÁRIA DE AVICULTURA;2008;Marcelo Rossi Vicente
SUPERFÍCIE DE RESPOSTA PARA ALTERAÇÃO DE VAZÃO DE MICROASPERSORES OPERANDO COM ÁGUA RESIDUÁRIA DE GALINHAS POEDEIRAS;2008;Marcelo Rossi Vicente
EQUAÇÕES DE PERDA DE CARGA PARA TUBULAÇÕES DE FERRO GALVANIZADO CONDUZINDO ÁGUA RESIDUÁRIA DE GALINHAS POEDEIRAS;2008;Marcelo Rossi Vicente
PERDA DE CARGA CONTÍNUA EM TUBULAÇÕES DE PVC CONDUZINDO ÁGUA RESIDUÁRIA DE AVICULTURA;2008;Marcelo Rossi Vicente
EFEITO DA CONCENTRAÇÃO DE SOLIDOS TOTAIS EM ÁGUA RESIDUÁRIA NA VAZAO DE MICROASPERSORES;2008;Marcelo Rossi Vicente
EFICIÊNCIA DE SISTEMAS DE FILTRAGEM PARA USO DE ÁGUA RESIDUÁRIA EM SISTEMAS DE IRRIGAÇÃO LOCALIZADA;2008;Marcelo Rossi Vicente
DETERMINAÇÃO DE EQUAÇÕES DE PERDA DE CARGA CONTÍNUA PARA TUBULAÇÕES DE AÇO ZINCADO CONDUZINDO ÁGUA RESIDUÁRIA DE AVICULTURA;2008;Marcelo Rossi Vicente
UTILIZAÇÃO DA ÁREA ADEQUADAMENTE IRRIGADA PARA COMPARAR A UNIFORMIDADE DE APLICAÇÃO DE ÁGUA CALCULADA POR DIFERENTES EQUAÇÕES EM SISTEMAS DE IRRIGAÇÃO POR ASPERSÃO;2008;Marcelo Rossi Vicente
DIFERENTES EQUAÇÕES PARA CÁLCULO DA UNIFORMIDADE DE APLICAÇÃO DE ÁGUA: ASPERSÃO CONVENCIONAL;2008;Marcelo Rossi Vicente
DIFERENTES EQUAÇÕES PARA CÁLCULO DA UNIFORMIDADE DE APLICAÇÃO DE ÁGUA: IRRIGAÇÃO LOCALIZADA;2008;Marcelo Rossi Vicente
COMPARAÇÃO DE EQUAÇÕES QUE ESTIMAM A UNIFORMIDADE PARA SISTEMA DE IRRIGAÇÃO LOCALIZADA CONSIDERANDO O CONCEITO DE ÁREA ADEQUADAMENTE IRRIGADA;2008;Marcelo Rossi Vicente
DIFERENTES EQUAÇÕES PARA CÁLCULO DA UNIFORMIDADE DE APLICAÇÃO DE ÁGUA: PIVÔ CENTRAL;2008;Marcelo Rossi Vicente
RISCOS DE ENTUPIMENTO DE SISTEMA DE IRRIGAÇÃO LOCALIZADA APLICANDO ESGOTO DOMÉSTICO BRUTO;2008;Marcelo Rossi Vicente
APORTE DE FÓSFORO AO SOLO CULTIVADO COM CAFEEIRO PELA APLICAÇÃO DE ESGOTO DOMÉSTICO BRUTO;2008;Marcelo Rossi Vicente
APORTE DE POTÁSSIO NA CULTURA DO CAFEEIRO FERTIRRIGADO COM ESGOTO DOMÉSTICO BRUTO;2008;Marcelo Rossi Vicente
RISCOS DE SALINIZAÇÃO DO SOLO COM SÓDIO PELA APLICAÇÃO DE ESGOTO DOMÉSTICO BRUTO;2008;Marcelo Rossi Vicente
FORNECIMENTO DE Ca2+ E Mg2+ E REDUÇAO DE ACIDEZ TROCÁVEL E Al3+ PELA APLICAÇAO DE ESGOTO DOMÉSTICO;2008;Marcelo Rossi Vicente
RISCOS DE CONTAMINAÇÃO DO SOLO COM METAIS PESADOS PELA APLICAÇÃO DE ESGOTO DOMÉSTICO BRUTO;2008;Marcelo Rossi Vicente
FORNECIMENTO DE NITROGÊNIO NA CULTURA DO CAFEEIRO PELA APLICAÇÃO DE ESGOTO DOMÉSTICO BRUTO;2008;Marcelo Rossi Vicente
UNIFORMIDADE DE DISTRIBUIÇÃO DE EFLUENTE DA SUINOCULTURA EM SISTEMAS DE IRRIGAÇÃO POR GOTEJAMENTO;2008;Marcelo Rossi Vicente
ALTERAÇÃO NA VAZÃO DE GOTEJADORES OPERANDO COM ÁGUA RESIDUÁRIA DA SUINOCULTURA;2008;Marcelo Rossi Vicente
PRODUTIVIDADE DO CAFEEIRO IRRIGADO POR GOTEJAMENTO NA REGIÃO OESTE DA BAHIA;2011;Marcelo Rossi Vicente
DENSIDADE RADICULAR DO CAFEEIRO IRRIGADO POR GOTEJAMENTO NA REGIÃO OESTE DA BAHIA;2011;Marcelo Rossi Vicente
DENSIDADE RADICULAR DO CAFEEIRO IRRIGADO SUBMETIDO A DIFERENTES DOSES DE NITROGÊNIO E POTÁSSIO;2011;Marcelo Rossi Vicente
EFEITOS DA FERTIRRIGAÇÃO SOBRE A PRODUTIVIDADE DO CAFEEIRO IRRIGADO NA REGIÃO OESTE DA BAHIA;2011;Marcelo Rossi Vicente
Crescimento vegetativo e produtivo do cafeeiro irrigado em diferentes espaçamentos entre plantas no Oeste da Bahia;2013;Marcelo Rossi Vicente
Área foliar específica em cafeeiros irrigados e fertirrigados;2013;Marcelo Rossi Vicente
ESTIMATIVA DA EVAPOTRANSPIRAÇÃO DO EUCALIPTO PARA AS REGIÕES DE TAIOBEIRAS E SALINAS (2008-2010);2013;Marcelo Rossi Vicente
UTILIZAÇÃO DO MÉTODO DE HARGREAVES PARA A ESTIMATIVA DA EVAPOTRANSPIRAÇÃO DE REFERÊNCIA PARA O VALE DO JEQUITINHONHA;2013;Marcelo Rossi Vicente
ANALISE TÉCNICA DOS SISTEMAS DE IRRIGAÇÃO NO MUNICÍPIO DE SALINAS/MG;2013;Marcelo Rossi Vicente
ZONEAMENTO AGROECOLÓGICO DA CULTURA DO EUCALIPTO PARA A PORÇÃO MINEIRA DA BACIA DO RIO PARDO;2013;Marcelo Rossi Vicente
Estimativa Da Demanda Hídrica De Reflorestamentos No Norte De Minas Gerais;2013;Marcelo Rossi Vicente
Web Site para determinação da evapotranspiração de referência através de dados de temperatura para o Alto Rio Pardo e Vale do Jequitinhonha;2014;Marcelo Rossi Vicente
Determinação da evapotranspiração de referência a partir de dados de temperatura máxima e mínima;2014;Marcelo Rossi Vicente
Utilização de métodos simplificados para a estimativa da evapotranspiração de referência para Taiobeiras   MG;2014;Marcelo Rossi Vicente
Carneiro hidráulico alternativo em comunidades Geraizeiras;2014;Marcelo Rossi Vicente
MÉTODO SIMPLIFICADO PARA A ESTIMATIVA DA EVAPOTRANSPIRAÇÃO DE REFERÊNCIA PARA O VALE DO JEQUITINHONHA;2014;Marcelo Rossi Vicente
ANÁLISE TÉCNICA DOS SISTEMAS IRRIGAÇÃO NO VALE DO JEQUITINHONHA;2014;Marcelo Rossi Vicente
The construction of dams in River Salinas basin-MG: controversies, results and perspectives;2006;Maria Araci Magalhães
Geografia Médica, Saneamento Ambiental e a Esquistossomose Mansônica na Microrregião Salinas/Taiobeiras-MG;2008;Maria Araci Magalhães
Biomphalária no Córrego Lagoinha, em Uberlândia-MG;2008;Maria Araci Magalhães
Doenças da Pobreza e Saneamento Ambiental na Microrregião Salinas-MG;2008;Maria Araci Magalhães
Mapeamento e quantificação das áreas irrigadas com a técnica de pivô central na bacia do rio Paranaíba-Brasil;2009;Maria Araci Magalhães
AS INTERAÇÕES HOMEM-NATUREZA E A DISTRIBUIÇÃO DAS DOENÇAS ASSOCIADAS À ÁGUA NO ESPAÇO: A DINÂMICA DA  ESQUISTOSSOMOSE NA REGIÃO NORTE DE MINAS GERAIS;2009;Maria Araci Magalhães
OCORRÊNCIA DE TRIATOMÍNEOS NO ZOOLÓGICO MUNICIPAL PARQUE DO SABIÁ, NA CIDADE DE UBERLÂNDIA (MG), BRASIL;2009;Maria Araci Magalhães
TENDA DA SAÚDE: UMA PROPOSTA DE MELHORA DAS CONDIÇÕES DE VIDA E SAÚDE DA POPULAÇÃO URBANA DE UBERLÂNDIA, MG, BRASIL;2009;Maria Araci Magalhães
FAUNA FLEBOTOMÍNICA EM ÁREAS DE REMANESCENTE VEGETAL NO ZOOLÓGICO MUNICIPAL PARQUE DO SABIÁ, UBERLÂNDIA-MG;2009;Maria Araci Magalhães
COMPOSIÇÃO FLORÍSTICA E ESTRUTURA DE UM FRAGMENTO DE MATA CILIAR DO CÓRREGO DOS BOIS, PARQUE ESTADUAL LAPA GRANDE, MONTES CLAROS MG;2010;Maria Clara Oliveira Durães
REGENERAÇÃO NATURAL EM ÁREA DE PASTAGEM NO PARQUE ESTADUAL DA LAPA GRANDE, MONTES CLAROS-MG;2010;Maria Clara Oliveira Durães
REGENERAÇÃO NATURAL EM FLORESTA ESTACIONAL DECIDUAL NO PARQUE ESTADUAL DA LAPA GRANDE, MONTES CLAROS-MG;2010;Maria Clara Oliveira Durães
COMPOSIÇÃO FLORÍSTICA E ESTRUTURA DE UM FRAGMENTO DE MATA CILIAR DO CÓRREGO DOS BOIS, PARQUE ESTADUAL LAPA GRANDE, MONTES CLAROS   MG.;2010;Maria Clara Oliveira Durães
ESTRUTURA E VARIAC ÃO FLOR ISTICA DA COMUNIDADE ARB OREO - ARBUSTIVA DE UMA FLORESTA CILIAR DO C ORREGO DOS BOIS, PARQUE ESTADUAL LAPA GRANDE, MONTES CLAROS/MG;2011;Maria Clara Oliveira Durães
ASPECTOS FLORÍSTICOS E ANÁLISE DE SIMALIRADIDADE DE DOIS FRAGMENTOS DE FLORESTA CILIAR DO RIO BANANAL, SALINAS-MG;2014;Maria Clara Oliveira Durães
LEVANTAMENTO FLORÍSTICO EM FLORESTA CILIAR COMO SUBSÍDIO A RECOMPOSIÇÃO DA VEGETAÇÃO DO RIO BANANAL, SALINAS - MG;2013;Maria Clara Oliveira Durães
LEVANTAMENTO DE IMPACTOS AMBIENTAIS NA BACIA HIDROGRÁFICA DO RIO BANANAL, SALINAS/MG;2014;Maria Clara Oliveira Durães
