TITULO_PRODUCAO;TIPO_PRODUCAO;GRANDE_AREA_DO_CONHECIMENTO_1;AREA_DO_CONHECIMENTO_1;SUB_AREA_DO_CONHECIMENTO_1;ESPECIALIDADE_DO_CONHECIMENTO_1;GRANDE_AREA_DO_CONHECIMENTO_2;AREA_DO_CONHECIMENTO_2;SUB_AREA_DO_CONHECIMENTO_2;ESPECIALIDADE_DO_CONHECIMENTO_2;GRANDE_AREA_DO_CONHECIMENTO_3;AREA_DO_CONHECIMENTO_3;SUB_AREA_DO_CONHECIMENTO_3;ESPECIALIDADE_DO_CONHECIMENTO_3
O ensino de cálculo em Química: uma abordagem alternativa;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Tecnologia Educacional;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Métodos e Técnicas de Ensino;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;Métodos Óticos de Análise
O perfil do aluno iniciante do curso de licenciatura em química e sua relação com o processo de aprendizagem;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Tecnologia Educacional;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Métodos e Técnicas de Ensino;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;Métodos Óticos de Análise
Extração no Ponto Nuvem para Determinação de Cobalto e Níquel Utilizando o Reagente Me-BTABR;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Tecnologia Educacional;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Métodos e Técnicas de Ensino;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;Métodos Óticos de Análise
Estimativa da Energia Eletrônica das Duas Formas Ressonânticas do Fe-Hemo-Porfirina;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Tecnologia Educacional;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Métodos e Técnicas de Ensino;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;Métodos Óticos de Análise
DESENVOLVIMENTO DE UM SISTEMA DE PRÉ-CONCENTRAÇÃO EM LINHA PARA DETERMINAÇÃO DE URÂNIO EM AMOSTRAS DE ÁGUAS NATURAIS E EFLUENTES;TRABALHO;;;;;;;;;;;;
Determinação de fósforo na forma de ortofosfato em rações para nutrição animal comercializadas na Região Sudoeste da Bahia;TRABALHO;;;;;;;;;;;;
UTILIZAÇÃO DE UMA NOVA RESINA PARA PRÉ-CONCENTRAÇÃO E DETERMINAÇÃO DE COBRE E ZINCO EM AMOSTRAS DE SUCOS DE FRUTAS;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;Análise de Traços e Química Ambiental;;;;;;;;
UTILIZAÇÃO DE UMA NOVA RESINA PARA PRÉ-CONCENTRAÇÃO E DETERMINAÇÃO DE COBRE E ZINCO EM AMOSTRAS DE CACHAÇA;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;Métodos Óticos de Análise;;;;;;;;
Aplicação da Resina amberlite XAD-2 Funcionalizada com ácido cromotrópico em sistemas para pré-concentração e determinação de cobre e zinco;TRABALHO;;;;;;;;;;;;
Avaliação do efeito de Tithonia diversifolia em um modelo animal de dependência;TRABALHO;;;;;;;;;;;;
Avaliação de clones de batata-doce (Ipomoea batatas) quanto à resistência a insetos de solo;TRABALHO;;;;;;;;;;;;
Seleção de clones de batata-doce com potencial de utilização na alimentação animal;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Olericultura;;CIENCIAS_DA_SAUDE;Nutrição;;;;;;
Resistência de linhagens de tomateiro à mosca-branca, relacionada a aleloquímicos e à densidade de tricomas;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;melhoramento de plantas;;CIENCIAS_AGRARIAS;Agronomia;Olericultura;;;;;
Resistência à traça em linhagens de tomateiros ricas em diferentes aleloquímicos;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;melhoramento de plantas;;CIENCIAS_AGRARIAS;Agronomia;Olericultura;;;;;
Características físicas e sensoriais de raízes de batata-doce;TRABALHO;;;;;;;;;;;;
Produção de matéria seca e acúmulo de nutrientes por jatobá, forrageiras e adubos verdes;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Holericultura;Produção vegetal;;;;;;;;
Resistência de linhagens de tomateiro à Traça (Tuta absoluta), relacionada a aleloquímicos e à densidade de tricomas;TRABALHO;;;;;;;;;;;;
Perda de Massa Fresca e Senescência de Genótipos de Alface Cultivados em Ambiente Protegido;TRABALHO;;;;;;;;;;;;
Identificação de Genótipos de Alface para Cultivo Protegido na Região do Alto Jequitinhonha;TRABALHO;;;;;;;;;;;;
Resistência de linhagens de tomateiro à Traça Tuta absoluta e à Mosca Branca Bemisia argentifolii relacionada a aleloquímicos e à densidade de tricomas;TRABALHO;;;;;;;;;;;;
Doses de manipueira no crescimento da alface;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;Fertilidade do Solo e Adubação;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;
Seleção de Cultivares de Alface às Condições Climáticas de Almenara - MG;TRABALHO;;;;;;;;;;;;
Desempenho de Cultivares de Alface Sob Cultivo Convencional no Baixo Jequitinhonha, MG;TRABALHO;;;;;;;;;;;;
AVALIAÇÃO DA DETECÇÃO DE RSNV (RICE STRIPE NECROSIS VÍRUS) EM PLANTAS DE ARROZ ATRAVÉS DE RT-PCR;TRABALHO;;;;;;;;;;;;
SINTOMATOLOGIA DIFERENCIAL DE PLÂNTULAS DE TOMATE QUANDO INOCULADAS COM DISTINTAS ESPÉCIES DE PYTHIUM SPP;TRABALHO;;;;;;;;;;;;
ISOLAMENTO E DETECÇÃO DO VÍRUS CAUSADOR DO ENROLAMENTO DO ARROZ;TRABALHO;;;;;;;;;;;;
OTIMIZAÇÃO DA TRANSFORMAÇÃO GENÉTICA DE MAMONA (RICINUS COMMUNIS;TRABALHO;;;;;;;;;;;;
RICE STRIPE NECROSIS VIRUS: DETECÇÃO POR RT-PCR E OCORRÊNCIA NO ESTADO DO RIO GRANDE DO SUL;TRABALHO;;;;;;;;;;;;
SUPEREXPRESSÃO DO GENE CODIFICANTE DO PEPTÍDEO AtPep1 EM A THALIANA VISANDO A OBTENÇÃO DE RESISTÊNCIA À ISOLADOS DE DIFERENTES ESPÉCIES DO GÊNERO PYTHIUM;TRABALHO;;;;;;;;;;;;
OVEREXPRESSION OF PROPEP1 IN Arabidopsis thaliana  AMPLIFIES THE RELATIVE EXPRESSION OF DEFENSE RELATED GENES;TRABALHO;;;;;;;;;;;;
PLANT DEFENSE GENE EXPRESSION IN THE INTERACTION OF Pythium spp WITH Solanum lycopersicum SEEDLINGS;TRABALHO;;;;;;;;;;;;
Ocorrência de Fusarium solani em Maracujazeiro na Região do Baixo Jequitinhonha;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Fitopatologia
O ponto de equilíbrio tributário para empresas optantres pelo lucro real ou presumido Técnicas de planejamento;TRABALHO;CIENCIAS_SOCIAIS_APLICADAS;Administração;Ciências Contábeis;;;;;;;;;
Sistema de avaliação de desempenho de incubadoras de empresas de base tecnológica a luz da inovação tecnológica: uma discussão sobre os  sobre os modelos existentes;TRABALHO;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração Pública;;;;;;;;;
Sintese e caracterização de pontos quânticos de Cds em templates formados por micelas reversas de copolímero PEO-PPO-PEO;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;;;;
Sintese e caracterização de pontos quânticos de CdS;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;;;;
Termodinâmica de Formação de Estruturas de Micelas Reversas de (EO)13(PO)30(EO)13 EM P-XILENO;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;
Medidas de Fluorescência de pontos quânticos coloidais de CdS;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;;;;;
Síntese e Caracterização de Pontos Quânticos Coloidais de CdS em Micelas Reversas de PEO-PPO-PEO;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;
Caracterização de pontos quânticos coloidais;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;
Caracterização de Micelas Reversa Formadas pelo Copolímero PEO-PPO-PEO para a Produção de Pontos Quânticos Coloidais;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;
Síntese em Meio Coloidal de Pontos Quânticos de Sulfeto de Cádmio;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;
ESTUDO DA FORMAÇÃO DE MICELAS REVERSAS DO COPOLIMERO TRIBLOCO (EO13PO30EO13) EM  P-XILENO: EFEITO DA ADIÇÃO DE SOLUÇÃO SALINA;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;;;;;;;;
Efeito de Sais na Formação de Micelas Reversas;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Físico-Química;;;;;;;;;
Políticas Culturais em Instituições Arquivísticas: Difusão, Preservação e Acesso ao Patrimônio Cultural em Minas Gerais;TRABALHO;;;;;;;;;;;;
Incidência de lesão da aorta abdominal;TRABALHO;CIENCIAS_DA_SAUDE;Enfermagem;;;;;;;;;;
Extração e Caracterização Bioquímica da Peroxidase da Fruta-Pão (Artocarpus incisa);TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;;;;;;;;;
Prática Docente Construtivista no Ensino de Química em Jequié - BA: Uma Necessidade e uma Possibilidade;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Ensino de Quimica;;;;;;;;;
Determinação de Elementos Traços em Amostras de Gêneros Alimentícios da Região Sudoeste da Bahia;TRABALHO;;;;;;;;;;;;
Avaliação dos Elementos Traços Cd, Pb, Cu, Zn, Cr, Ni E Al em Amostras de Gêneros Alimentícios Comercializadas Na Cidade De Jequié/Ba;TRABALHO;;;;;;;;;;;;
Avaliação dos elementos traços Cd, Pb, Cu, Zn, Cr, Ni E Al em amostras de gêneros alimentícios comercializadas na cidade de Jequié/BA;TRABALHO;;;;;;;;;;;;
Determinação De Elementos Traços Nas Frações Solúvel E Insolúvel Em Amostras De Gêneros Alimentícios Da Região Sudoeste Da Bahia;TRABALHO;;;;;;;;;;;;
Extração e Caracterização Bioquímica da Peroxidase da Fruta-Pão (Artocarpus incisa);TRABALHO;;;;;;;;;;;;
Desenvolvimento de um método para determinação de cádmio, manganês e cobre em resíduos do processamento de polpa de frutas;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;Análise de Traços e Química Ambiental;;;;;;;;
Coleta e tratamentos preliminares de amostras de solos para determinação de selênio;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Analítica;Análise de Traços e Química Ambiental;;;;;;;;
Internet of information and services (IoIS);TRABALHO;;;;;;;;;;;;
Internet of information and services (IoIS);TRABALHO;;;;;;;;;;;;
Educação Ambiental no Ensino Básico: Escolas de Vitória da Conquista;TRABALHO;;;;;;;;;;;;
ASSENTAMENTO DO MST, A LUTA PELA TERRA NO MUNICÍPIO DE PERIQUITO/MG;TRABALHO;;;;;;;;;;;;
DIAGNÓSTICO AMBIENTAL LOCAL COMO SUBSÍDIO PARA IMPLANTAÇÃO DE UMA ÁREA DE TRANSIÇÃO (ZONA TAMPÃO) NO POVOADO DO BREJÃO - MUNICÍPIO DE SANTANA DO PARAÍSO / MG;TRABALHO;CIENCIAS_HUMANAS;Geografia;;;CIENCIAS_EXATAS_E_DA_TERRA;Geociências;Geografia Física;;;;;
IMPLANTAÇÃO DE ÁREAS DE TRANSIÇÃO ENTRE ATIVIDADES EXTRATIVAS E COMUNIDADES LOCAIS, UMA PROPOSTA PARA O POVOADO DO BREJÃO NA REGIÃO DO MÉDIO RIO DOCE;TRABALHO;CIENCIAS_HUMANAS;Geografia;;;;;;;;;;
REVITALIZAÇÃO DE UMA MINIESTAÇÃO METEOROLÓGICA CONVENCIONAL: PERSPECTIVAS DE UM ENSINO INTEGRADO ENTRE GEOGRAFIA E FÍSICA;TRABALHO;CIENCIAS_HUMANAS;Geografia;GEOGRAFIA FÍSICA;;;;;;;;;
IDENTIFICAÇÃO E MAPEAMENTO DE ÁREAS DE RISCO GEOTÉCNICO NA ÁREA URBANA DE TIMÓTEO (MG, SUDESTE DO BRASIL) E SUAS IMPLICAÇÕES NA QUALIDADE DE VIDA  DE SEUS MORADORES;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Geociências;Geologia;Geologia Ambiental;CIENCIAS_EXATAS_E_DA_TERRA;Geociências;Geografia Física;;CIENCIAS_EXATAS_E_DA_TERRA;Geociências;Geografia Física;Geomorfologia
CARACTERÍSTICAS HISTÓRICAS E ASPECTOS AMBIENTAIS DO POVOADO DO BREJÃO - HORTO PARAÍSO, MUNICÍPIO DE SANTANA DO PARAÍSO-MG, BRASIL;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Geociências;Geografia Física;;CIENCIAS_EXATAS_E_DA_TERRA;Geociências;Geologia;Geologia Ambiental;;;;
ANÁLISE PRELIMINAR DOS DADOS METEOROLÓGICOS DO BAIRRO VALE VERDE   TIMÓTEO/MG OBTIDOS EM UMA MINIESTAÇÃO DIDÁTICA CONVENCIONAL NO BIÊNIO 2009 / 2010;TRABALHO;;;;;;;;;;;;
RESTAURAÇÃO FLORESTAL DE ÁREA DEGRADADA COM PECUÁRIA EXTENSIVA NA ZONA DE AMORTECIMENTO AMBIENTAL DO PARQUE ESTADUAL DO RIO DOCE, NO MUNICIPIO DE JAGUARAÇU/MG;TRABALHO;;;;;;;;;;;;
REVITALIZAÇÃO DE UMA MINIESTAÇÃO METEOROLÓGICA CONVENCIONAL: PERSPECTIVAS DE UM ENSINO INTEGRADO ENTRE GEOGRAFIA E FÍSICA;TRABALHO;CIENCIAS_HUMANAS;Geografia;GEOGRAFIA FÍSICA;;;;;;;;;
O TEMPO METEOROLÓGICO DE TIMÓTEO: ELABORAÇÃO DE UMA APOSTILA DE ENSINO INTEGRADO;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Física;;;CIENCIAS_HUMANAS;Geografia;;;;;;
UMA PROPOSTA DE INTERVENÇÃO FRENTE AO DIAGNÓSTICO SOCIOAMBIENTAL DOS IMPACTOS DE CORRENTES DAS FLORESTAS HOMOGÊNEAS DE EUCALYPTUS SSP NO POVOADO DO BREJÃO EM SANTANA DO PARAÍSO/MG;TRABALHO;CIENCIAS_HUMANAS;Geografia;Geografia;;;;;;;;;
Estudo comparativo do gás natural como alternativa ao gás liquefeito de petróleo na indústria: o viés ambiental e a viabilidade econômica;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química;;CIENCIAS_EXATAS_E_DA_TERRA;Geografia;geografia;;;;;
Educação Integral: Uma reflexão necessária nos diálogos pedagógicos;TRABALHO;;;;;;;;;;;;
Escola do campo: uma nova possibilidade para antigas necessidades;TRABALHO;;;;;;;;;;;;
METODOLOGIA DE AVALIAÇÃO PARA DETERMINAÇÃO DE UNIFORMIDADE DE APLICAÇÃO DE AERONAVES AGRÍCOLAS;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Máquinas e Implementos Agrícolas;Tecnologia de Aplicação de Defensivos Agrícolas;;;;;;;;
Projeto de desenvolvimento de estrutura e adaptação de câmera videografica digital a aeronaves;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Máquinas e Implementos Agrícolas;Tecnologia de Aplicação de Defensivos Agrícolas;;;;;;;;
Usos, fontes e conservação das águas por agricultores familiares do médio Jequitinhonha;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;Importância da Agricultura Familiar;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;
Programas e políticas públicas sobre água em comunidades rurais do alto Jequitinhonha, Minas Gerais;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;Importância da Agricultura Familiar
Gestão das águas por agricultores familiares de comunidades rurais do Alto Jequitinhonha;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;;;;;
Disponibilização de água de agricultores familiares do alto Jequitinhonha - MG *;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;
Agricultura familiar e disponibilização de água no alto Jequitinhonha - MG;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;;;;;;;;;
PROGRAMA ÁGUA: EXPERIÊNCIA DE PARCERIA ENTRE NÚCLEO PPJ/CAV E COMUNIDADES RURAIS DO ALTO JEQUITINHONHA;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Agricultura Familiar;;;;;;;;;
Consumo de água, estratégias produtivas e escassez hídrica: um levantamento preliminar com famílias rurais no alto Jequitinhonha;TRABALHO;;;;;;;;;;;;
Balanço hídrico em lisímetros preenchidos com Latossolo Vermelho Distroférrico e Argissolo Vermelho Amarelo;TRABALHO;;;;;;;;;;;;
Uso do parâmetro S no diagnóstico da qualidade estrutural de um Latossolo Vermelho após vinte anos sob diferentes usos e manejos;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;Física do Solo;;;;;;;;
Compactação do solo sobre o desenvolvimento radicular da cultura do arroz de terras altas em um latossolo da região dos cerrados;TRABALHO;;;;;;;;;;;;
Qualidade estrutural e potencial de reestruturação de Latossolo sob plantas forrageiras para fenação;TRABALHO;;;;;;;;;;;;
Água e aglomeração espacial da população rural do alto Jequitinhonha;TRABALHO;;;;;;;;;;;;
Características físico-hídricas de um Latossolo Vermelho distrófico sob sistema de cultivo inovador do cafeeiro;TRABALHO;;;;;;;;;;;;
Intervalo Hídrico Ótimo (IHO) como parâmetro de quantificação das alterações estruturais em solos de uma área de proteção ambiental;TRABALHO;;;;;;;;;;;;
Qualidade estrutural de solos cultivados em área de proteção ambiental;TRABALHO;;;;;;;;;;;;
Caracterização da disponibilidade de água e ar em substratos agrícolas alternativos;TRABALHO;;;;;;;;;;;;
Alterações eletroquímicas e movimentação de íons em Latossolo Vermelho sob doses de gesso;TRABALHO;;;;;;;;;;;;
Avaliação da qualidade estrutural de Latossolo cultivado com Coastcross para fenação;TRABALHO;;;;;;;;;;;;
Qualidade Estrutural de Solos Cultivados com Pastagem e Café em Área de Proteção Ambiental;TRABALHO;;;;;;;;;;;;
Levantamento de Solos e Recomendação de Uso em Área de Proteção Ambiental;TRABALHO;;;;;;;;;;;;
Erosividade de Chuvas em Ínicio de Estação Chuvosa Para Coqueiral (MG);TRABALHO;;;;;;;;;;;;
ALTERAÇÕES FÍSICO-QUÍMICAS DO SOLO SOB FORRAGEIRA IRRIGADA (Panicum maximum) E PASTEJO ROTACIONADO VISANDO A PRODUÇÃO DE LEITE NA REGIÃO DO BAIXO JEQUITINHONHA;TRABALHO;;;;;;;;;;;;
A Geometria e o Desenvolvimento Cognitivo de Crianças com Necessidades Especias;TRABALHO;;;;;;;;;;;;
Quase-Cristais Gerados por Potenciais Caóticos;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Física Matemática;;;;;;;;
Caracterização do Espectro e Autovetores do Operador de Schrödinger com Potenciais Caóticos;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Física Matemática;;;;;;;;
Números Inteiros Aplicados à Cripitografia;TRABALHO;;;;;;;;;;;;
O medo de ser inibindo a consciência política e o bom desempenho do educador;TRABALHO;LINGUISTICA_LETRAS_E_ARTES;Letras;;;;;;;;;;
Do Latim ao Português: a história da nossa língua na visão de Mattoso Câmara Jr;TRABALHO;;;;;;;;;;;;
O Conhecimento textual, os gêneros textuais e a produção escrita na escola;TRABALHO;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;;;;
A sedução no discurso: análise dos recursos argumentativos na produção de anúncio pulicitários;TRABALHO;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;;;;
O irresistível canto da sereia: estrátegias argumentativas no anúncio publicitário;TRABALHO;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;;;;
Última Chance de ganhar o eleitor: análise das estrátegias argumentativas utilizadas pelos candidatos José Serra e Dilma Rousseff no debate do segundo turno;TRABALHO;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;;;;
Uma análise do processo de referenciação no discurso de posse de Barack Obama;TRABALHO;;;;;;;;;;;;
A divulgação científica na mídia on line: uma análise dos procedimentos divulgativos nos sites G1 e Hypescience;TRABALHO;;;;;;;;;;;;
A identidade de professor sob o olhar discente: as crenças dos alunos do ensino médio em relação à carreira docente;TRABALHO;;;;;;;;;;;;
A recontextualização na mídia;TRABALHO;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;;;;;;;;;
Análise Financeira do Lacticínio;TRABALHO;;;;;;;;;;;;
Depressão de Espodumênio em amostras de pegmatito;TRABALHO;;;;;;;;;;;;
Educação Ambiental Cascalho;TRABALHO;;;;;;;;;;;;
Gestão Compartilhada de Recursos Hídricos Transfronteiriços para Prevenção de Conflitos: Um estudo sobre o Programa ISARM;TRABALHO;;;;;;;;;;;;
Explorando a Construção de Ameaças;TRABALHO;;;;;;;;;;;;
The Institutional innovation in water management in south America: challenges and difficulties in bulding local models of common pool resources management in light of international guidelines;TRABALHO;;;;;;;;;;;;
Institucionalização da Gestão de Recursos Hídricos: Um estudo sobre a Gestão Compartilhada de Aqüíferos  Transfronteiriços como medida para prevenção de conflitos;TRABALHO;;;;;;;;;;;;
Governance and dissemination of standards for the management of shared aquifers: the role of ISARM;TRABALHO;;;;;;;;;;;;
Coordinated management experiences: Apa River Basin and Acre River Basin;TRABALHO;;;;;;;;;;;;
AVALIAÇÃO  DAS AÇÕES DE EDUCAÇÃO AMBIENTAL NA REDE PÚBLICA  DE ITAOBIM-MG';TRABALHO;;;;;;;;;;;;
EDUCAÇÃO AMBIENTAL NAS ESCOLAS ESTADUAIS URBANAS DE  ARAÇUAÍ, MG: OPORTUNIDADES E DESAFIOS;TRABALHO;;;;;;;;;;;;
Educação Ambiental: Percepção Ambiental entre alunos do Ensino Fundamental da rede pública de Itaobim-MG;TRABALHO;;;;;;;;;;;;
EDUCAÇÃO AMBIENTAL NAS ESCOLAS ESTADUAIS URBANAS DE  ARAÇUAÍ, MG: OPORTUNIDADES E DESAFIOS;TRABALHO;;;;;;;;;;;;
A SAÚDE COLETIVA NO CURSO DE ODONTOLOGIA DA UNIVERSIDADE ESTADUAL DE MONTES CLAROS: UMA ANÁLISE;TRABALHO;;;;;;;;;;;;
CAPACIDADE FUNCIONAL DAS IDOSAS INSTITUCIONALIZADAS EM UM ASILO DA CIDADE DE MONTES CLAROS;TRABALHO;;;;;;;;;;;;
PERFIL DOS PORTADORES DE TRANSTORNOS MENTAIS ATENDIDOS NO CENTRO DE ATENÇÃO PSICOSSOCIAL (CAPSII) MONTES CLAROS-MG;TRABALHO;;;;;;;;;;;;
As classes populares reivindicam: experiências políticas alternativas de montesclarenses da perifeiria em meados novecentistas;TRABALHO;CIENCIAS_HUMANAS;História;;;;;;;;;;
Rompendo o silêncio: cotidiano e participação políica popular em Montes Claros;TRABALHO;CIENCIAS_HUMANAS;História;;;;;;;;;;
Montes Claros nas tilhas da retirada (1930-1960);TRABALHO;CIENCIAS_HUMANAS;História;;;;;;;;;;
Populares e elites na conquista e construção dos seus respecivos espaços sociais em Montes Claros/MG (1930-1964);TRABALHO;CIENCIAS_HUMANAS;História;;;;;;;;;;
A cultura política do cidadão comum em Montes Claros nas décadas de 1930 a 1960;TRABALHO;CIENCIAS_HUMANAS;História;;;;;;;;;;
Os populares reivindicam: Montes Claros (1930-1964);TRABALHO;CIENCIAS_HUMANAS;História;História do Brasil;História do Brasil República;;;;;;;;
Os populares reivindicam: Montes Claros (1930-1964);TRABALHO;CIENCIAS_HUMANAS;História;História do Brasil;;CIENCIAS_HUMANAS;História;História do Brasil;História do Brasil República;CIENCIAS_HUMANAS;História;História do Brasil;História do Norte de Minas Gerais
Entre a modernidade e a tradição: o idílio das elites e a sociedade montesclarense (1930-1964);TRABALHO;CIENCIAS_HUMANAS;História;História do Brasil;;CIENCIAS_HUMANAS;História;História do Brasil;História do Brasil República;CIENCIAS_HUMANAS;História;História do Brasil;História do Norte de Minas Gerais
Fragmentos de um discurso político: reivindicações populares em Montes Claros/MG entre 1930 e 1964;TRABALHO;CIENCIAS_HUMANAS;História;História do Brasil;;CIENCIAS_HUMANAS;História;História do Brasil;História do Brasil República;CIENCIAS_HUMANAS;História;História dos movimentos sociais;
O repertório de estratégias de participação política popular: Montes Claros/MG (1930-1964);TRABALHO;CIENCIAS_HUMANAS;História;História do Brasil;História do Brasil República;CIENCIAS_HUMANAS;História;;;;;;
