TITULO_PRODUCAO;TIPO_PRODUCAO;GRANDE_AREA_DO_CONHECIMENTO_1;AREA_DO_CONHECIMENTO_1;SUB_AREA_DO_CONHECIMENTO_1;ESPECIALIDADE_DO_CONHECIMENTO_1;GRANDE_AREA_DO_CONHECIMENTO_2;AREA_DO_CONHECIMENTO_2;SUB_AREA_DO_CONHECIMENTO_2;ESPECIALIDADE_DO_CONHECIMENTO_2;GRANDE_AREA_DO_CONHECIMENTO_3;AREA_DO_CONHECIMENTO_3;SUB_AREA_DO_CONHECIMENTO_3;ESPECIALIDADE_DO_CONHECIMENTO_3
Levantamento florístico preliminar como subsídio à implantação de sistemas agroflorestais na área experimental do Centro de Agricultura Alternativa do Norte de Minas -CAA/NM, em Montes Claros/ MG: Flora Arbustivo-Arbórea;TRABALHO;;;;;;;;;;;;
Anatomia dos Nectários extraflorais de Aegiphila lhotskiana Cham;TRABALHO;;;;;;;;;;;;
Estrutura do estrato arbóreo de um fragmento de Floresta Atlântica de Altitude na Pousada Serra D'Água, Araponga, MG;TRABALHO;;;;;;;;;;;;
Composição florística em um trecho de Floresta Atlântica de Altitude na Pousada Serra D'Água, Araponga, MG;TRABALHO;;;;;;;;;;;;
Influência dos ninhos de Atta sexdens (Hymenptera: Formicidae) da distribuição espacial de plantas no Cerrado;TRABALHO;;;;;;;;;;;;
Composição florística do estrato arbóreo de um trecho de Mata Atlântica no município de Caravelas, Extremo Sul da Bahia;TRABALHO;;;;;;;;;;;;
Estrutura de um trecho de Floresta Atlântica em Conceição da Barra, ES;TRABALHO;;;;;;;;;;;;
Levantamento florístico e fitossociológico da regeneração natural de cerradão na Flona de Paraopeba - MG;TRABALHO;;;;;;;;;;;;
LEVANTAMENTO DE PLANTAS DO CERRADO COM POTENCIAL PARA EXTRAÇÃO DE ÓLEO ESSESNCIAL;TRABALHO;;;;;;;;;;;;
FENOLOGIA REPRODUTIVA DE XYLOPIA AROMATICA (Lam) Mart (ANNONACEAE) EM REMANESCENTE DE CERRADÃO NO MUNICÍPIO DE RIO VERDE, GOIÁS;TRABALHO;;;;;;;;;;;;
FENOLOGIA DE ANNONA CORIACEA MART (ANNONACEAE) EM UM FRAGMENTO DE CERRADO SENSU STRICTO EM RIO VERDE, GOIÁS;TRABALHO;;;;;;;;;;;;
DESENVOLVIMENTO DO CONHECIMENTO BOTÂNICO POR MEIO DO ENSINO EXPERIMENTAL;TRABALHO;;;;;;;;;;;;
IDENTIFICAÇÃO DOS CONSTITUINTES DOS ÓLEOS ESSESNCIAIS DE PLANTAS NATIVAS DO CERRADO;TRABALHO;;;;;;;;;;;;
Florística do componente arbóreo de fragmento de cerrado no Instituto Federal Goiano Campus Rio Verde - Goiás;TRABALHO;;;;;;;;;;;;
Estudo fenológico de Annona coriacea Mart (Annonaceae) em um fragmento de cerrado sensu stricto no sudoeste Goiano;TRABALHO;;;;;;;;;;;;
Estudo da fenologia reprodutiva e vegetativa de Xylopia aromatica (Lam) Mart (Annonaceae) em um fragmento de Cerradão em Rio Verde, Goiás;TRABALHO;;;;;;;;;;;;
Levantamento florístico e fitossociológico na borda de um fragmento florestal no Instituto Federal Goiano Campus Rio Verde - Goiás;TRABALHO;;;;;;;;;;;;
LEVANTAMENTO FLORÍSTICO E FITOSSOCIOLÓGICO DE UM REMANESCENTE DE CERRADO DO INSTITUTO FEDERAL GOIANO CAMPUS RIO VERDE - GOIÁS;TRABALHO;;;;;;;;;;;;
BANCO DE SEMENTES DE PLANTAS DANINHAS EM SOLOS CULTIVADOS NO INSTITUTO FEDERAL GOIANO CÂMPUS RIO VERDE, GO;TRABALHO;;;;;;;;;;;;
COMPOSIÇÃO FLORÍSTICA DE PLANTAS DANINHAS EM SOLOS CULTIVADOS NO INSTITUTO FEDERAL GOIANO CÂMPUS RIO VERDE, GO;TRABALHO;;;;;;;;;;;;
ANÁLISE FLORÍSTICA DE UM FRAGMENTO DE CERRADO PRÓXIMO A ÁREA DE PLANTIO AGRÍCOLA;TRABALHO;;;;;;;;;;;;
CARACTERIZAÇÃO FITOSSOCIOLÓGICA DE UM REMANESCENTE DE CERRADO NO ESTADO DE GOIÁS   BRASIL;TRABALHO;;;;;;;;;;;;
COMPOSIÇÃO FLORÍSTICA DO ESTRATO LENHOSO DA SERRA DAS GALÉS, SUDOESTE DE GOIÁS;TRABALHO;;;;;;;;;;;;
ESTRUTURA FITOSSOCIOLÓGICA DE VEGETAÇÃO DE CERRADO PRÓXIMO A ÁREAS DE PLANTIOS AGRÍCOLAS;TRABALHO;;;;;;;;;;;;
LEVANTAMENTO FLORÍSTICO E FITOSSOCIOLÓGICO DE UM REMANESCENTE DE CERRADO NO DISTRITO DE OUROANA, MUNICÍPIO DE RIO VERDE, GOIÁS;TRABALHO;;;;;;;;;;;;
ANATOMIA FOLIAR DE Byrsonima basiloba A JUSS (MALPIGHIACEAE) PROVENIENTE DE CERRADO;TRABALHO;;;;;;;;;;;;
LEVANTAMENTO DE AVIFAUNA: ESTUDO EM FRAGMENTO DE MATA CILIAR EM ÁREA RURAL DE RIO VERDE   GO;TRABALHO;;;;;;;;;;;;
IDENTIFICAÇÃO DOS CONSTITUINTES QUÍMICOS DOS ÓLEOS ESSENCIAIS DE PLANTAS DE OCORRÊNCIA NO CERRADO;TRABALHO;;;;;;;;;;;;
Influência do tempo de secagem das folhas do Vick do Cerrado (Bacopa Monnierioides) sobre o teor de óleo essencial;TRABALHO;;;;;;;;;;;;
Influência do tempo de secagem das folhas do sofre do rim quem quer (Duguetia furfuracea) sobre o teor de óleo essencial;TRABALHO;;;;;;;;;;;;
MORFOLOGIA FLORAL DE BYRSONIMA BASILOBA A JUSS (MALPIGHIACEAE) EM FRAGMENTO DE CERRADO DO SUDOESTE GOIANO;TRABALHO;;;;;;;;;;;;
FENOLOGIA REPRODUTIVA DE CHRYSOPHYLLUM MARGINATUM (HOOK & ARN) RADLK EM REMANESCENTE DE CERRADÃO NO SUDOESTE DE GOIÁS;TRABALHO;;;;;;;;;;;;
ACOMPANHAMENTO FENOLÓGICO DE EUGENIA DYSENTERICA DC NO MUNICÍPIO DE MONTES CLAROS, GOIÁS;TRABALHO;;;;;;;;;;;;
VISITANTES FLORAIS DE BYRSONIMA INTERMEDIA A JUSS (MALPIGHIACEAE) EM CERRADO SENTIDO RESTRITO NO SUDOESTE DE GOIÁS;TRABALHO;;;;;;;;;;;;
FENOLOGIA REPRODUTIVA DE Byrsonima intermedia A Juss E SUA RELAÇÃO COM AS VARIÁVEIS CLIMÁTICAS NO CERRADO;TRABALHO;;;;;;;;;;;;
CHUVA DE SEMENTES DE Byrsonima basiloba A JUSS (MALPIGHIACEAE) NO SUDOESTE GOIANO;TRABALHO;;;;;;;;;;;;
CARACTERIZAÇÃO FENOLÓGICA DE Bysonima verbascifolia (L) Rich NO MUNICÍPIO DE MONTES CLAROS, GOIÁS;TRABALHO;;;;;;;;;;;;
ESTRUTURAÇÃO DO HERBÁRIO DO INSTITUTO FEDERAL GOIANO   CÂMPUS RIO VERDE;TRABALHO;;;;;;;;;;;;
POLINIZADORES E VISITANTES FLORAIS DE Byrsonima basiloba A JUSS (MALPIGHIACEAE) PROVENIENTE DE CERRADO;TRABALHO;;;;;;;;;;;;
INFLUÊNCIA DA ALTITUDE NA DIVERSIDADE FILOGENÉTICA EM COMUNIDADES VEGETAIS;TRABALHO;;;;;;;;;;;;
Descrição das fenologias reprodutiva e vegetativa de 5 espécies de cerrado no noroeste goiano;TRABALHO;;;;;;;;;;;;
Estrutura da fitocenose arbustiva-arbórea de cerrado sensu stricto no estado de Goiás, Brasil;TRABALHO;;;;;;;;;;;;
Biologia floral e polinização de Duguetia furfuracea (ASt-Hil) Saff (ANNONACEAE) no  sudoeste goiano;TRABALHO;;;;;;;;;;;;
   Agruras do compromisso docente: Ação política e formação na universidade pública ;TRABALHO;;;;;;;;;;;;
Formação do Profissional: Algo além da competência técnica;TRABALHO;;;;;;;;;;;;
Ser professor: Análise das representações sociais de docentes do ensino superior sobre a profissão magistério;TRABALHO;;;;;;;;;;;;
Formação na universidade pública: compromisso político e participação;TRABALHO;;;;;;;;;;;;
Ecoturismo e desenvolvimento regional: desafios e possibilidades no município de Iuiu-BA;TRABALHO;;;;;;;;;;;;
O uso do material didático manipulável no ensino de Matemática: da ação experimental a reflexão;TRABALHO;;;;;;;;;;;;
Acerte as vidrarias uma brincadeira para desenvolver conceitos e habilidades em materiais de laboratório;TRABALHO;;;;;;;;;;;;
Visualizando os efeitos das propriedades coligativas: uma atividade experimental sobre ebulioscopia e crioscopia;TRABALHO;;;;;;;;;;;;
Cubo Químico: um jogo para desenvolver conceitos de Funções Orgânicas;TRABALHO;;;;;;;;;;;;
Construção de um destilador simples como alternativa didática a partir da utilização de materiais de baixo custo e fácil aquisição;TRABALHO;;;;;;;;;;;;
Utilizando materiais alternativos de baixo custo como alternativa pedagógica para visualização de desdobramentos de misturas;TRABALHO;;;;;;;;;;;;
Aspectos dificultadores no processo de Ensino-Aprendizagem de Química;TRABALHO;;;;;;;;;;;;
Percepções das diretoras das escolas públicas estaduais e municipais de Salinas acerca da Educação Inclusiva;TRABALHO;CIENCIAS_HUMANAS;Educação;Tópicos Específicos de Educação;Educação Especial;;;;;;;;
Arraiá Químico: aplicação de uma nova metodologia alternativa no ensino de Química;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;;;;;;;;;
O uso do jogo girando as vidrarias como mediador da aprendizagem  no ensino de materiais de laboratório;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;;;;;;;;;
Sufoco Químico, uma brincadeira alternativa para o ensino de Química;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;;;;;;;;;
Aprendizagem de Química: oficina de bolinhas de isopor para o ensino de nomenclatura de radicais orgânicos;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;;;;;;;;;
Microbiota Láctica no Processamento de Cachaça;TRABALHO;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;;;;;;;;
Contaminação bacteriana no processamento de cachaça;TRABALHO;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;;;;;
Microbiota Láctica no processamento de Cachaça;TRABALHO;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;;;;;;;;
Avaliação do perfil higiênico-sanitário dos fabricantes e/ou comerciantes do queijo Minas Padrão no Mercado Municipal de Salinas   MG;TRABALHO;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;;;;;;;;;
Avaliação Microbiológica de carnes cozidas preparadas no Mercado Municipal de Salinas-MG;TRABALHO;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;;;;;;;;;
Variabilidade e Estimativa da Precipitação Pluviométrica, por meio da Distribuição Gama, para Vitória da Conquista-Ba;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Agrometeorologia;;;;;;;;;
Produção Familiar de Frango Tipo Caipira;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Produção de Frangos Tipo Caipira;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;
Avaliação do índice de conforto térmico em Vitória da Conquista-BA para ovinos e caprinos;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Bioclimatologia;;;;
Palma forrageira na alimentação de ovinos;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;;;;
Análise do Conforto Térmico em Galpão de Postura no Sudoeste da Bahia;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Bioclimatologia;CIENCIAS_AGRARIAS;Zootecnia;Bioclimatologia;Conforto Térmico;;;;
Estimativa da Precipitação Pluviométrica, por meio da Distribuição Gama, para Itapetinga-BA;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Agrometeorologia;;CIENCIAS_AGRARIAS;Zootecnia;Agrometeorologia;Estimativa de Precipitação Pluviométrica;;;;
Utilização de Material Reflexivo na Cobertura do Galpão de Aves em Postura Criadas no Inverno na Região de Itapetinga-BA;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Bioclimatologia;;CIENCIAS_AGRARIAS;Zootecnia;Bioclimatologia;Conforto Térmico;;;;
Avaliação da Qualidade de Ovos por Interpretação de Imagens Digitais;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Produção de Ovos;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Qualidade de Ovos;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Conservação de Alimentos
Determinação de Curva de Retenção de Umidade em um Solo de Itapetinga-BA;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;Irrigação;;;;;;;;
Degradabilidade Ruminal dos Capins Braquiarão ( Brachiaria brizantha cv Marandu), Tanzânia ( Panicum maximum cv Tanzânia) e Tifton 85 ( Cynodon dactylon cv Tifton 85);TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Produção de Ruminantes
Disponibilidade de Matéria Seca em Três Gramíneas Sob Condição Irrigada e não Irrigada;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Produção de Ruminantes
Caracterização do pH e Perdas por Gases de Silagens de Forrageiras Tropicais;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;Avaliação, Produção e Conservação de Forragens;;;;
Determinação da Fibra em Detergente Neutro e Fibra em Detergente Ácido em Silagens de Forrageiras Tropicais;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;Manejo e Conservação de Pastagens;;;;
Desempenho e Características de Carcaça de Leitoas Alimentadas na Fase de Terminação com Dietas Contendo Cana-de-Açúcar Picada ou Triturada ou Caldo de Cana-de-Açúcar;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
Desempenho de ovinos confinados alimentados com bagaço de cana-de-açúcar hidrolisado com óxido de cálcio;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
Características da carcaça de ovinos confinados alimentados com bagaço de cana-de-açúcar hidrolisado com óxido de cálcio;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Tecnologia de Carnes;Cortes Aplicados Em Carcaças de Ovinos e Caprinos;CIENCIAS_AGRARIAS;Zootecnia;Tecnologia de Carnes;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais
Rendimento de Cortes Comerciais de Ovinos Alimentados com Bagaço de Cana-de-Açúcar;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Tecnologia de Carnes;Cortes Aplicados Em Carcaças de Ovinos e Caprinos;CIENCIAS_AGRARIAS;Zootecnia;Tecnologia de Carnes;;;;;
Consumo de matéria seca de vacas lactantes alimentadas com dietas contendo diferentes fontes lipídicas;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;;;;
Comportamento ingestivo de vacas lactantes alimentadas com dietas contendo diferentes fontes lipídicas;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;;;;
Produção leiteira de vacas lactantes recebendo diferentes fontes lipídicas;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
Influência de dietas contendo diferentes fontes lipídicas no comportamento ingestivo de vacas lactantes;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;
Ganho em Peso de Cordeiros F1 Dorper x Santa Inês na Fase de Cria;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Zootecnia;Genética e Melhoramento dos Animais Domésticos;
Desempenho Reprodutivo de Ovelhas da raça Santa Inês;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Genética e Melhoramento dos Animais Domésticos;;;;;
Crescimento de Cordeiros F1 Dorper x Santa Inês na Fase de Cria;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Genética e Melhoramento dos Animais Domésticos;;;;;
Variação no preço do farelo de cacau e seu retorno econômico no confinamento de novilhas leiteiras;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;;;;
Variação no preço do quilo da carne de novilhas leiteiras confinadas e seu retorno econômico;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;;;;
Desempenho e Características da Carcaça de Ovinos Alimentados com Ponta de Cana-de-açúcar em Substituição a Silagem de Sorgo;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
Determinação da zona de conforto térmico de ovinos da raça Santa Inês;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Bioclimatologia;;CIENCIAS_AGRARIAS;Zootecnia;Bioclimatologia;Conforto Térmico
Influência de Diferentes Fontes Lipídicas na Síntese de Proteína Microbiana Ruminal;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Bovinocultura de Leite;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Produção de Ruminantes
Fontes Lipídicas na dieta sobre a produção e composição do leite de vacas mestiças;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
Consumo e Produção de Leite de Vacas Mestiças Recebendo Diferentes Fontes Lipídicas;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Bovinocultura de Leite;;;;
Comportamento Ingestivo de Vacas Lactantes Recebendo Diferentes Fontes Lipídicas;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;;;;
Composição do leite de vacas mestiças recebendo diferentes fontes lipídicas;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de Ruminantes;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Nutrição e Alimentação Animal
Valor Nutritivo do Bagaço de Cana Amonizado com Diferentes Doses de Ureia;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;;;;
Efeito do número de dias de observação nas atividades de alimentação, ruminação e ócio em cordeiros confinados;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Zootecnia;Ecologia dos Animais Domésticos e Etologia;;;;;
Efeito dos diferentes intervalos de observação na eficiência de alimentação e ruminação de cordeiros confinados;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;;;;
Eficiência alimentar de cordeiros confinados;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;;;;
Eficiência de alimentação em cordeiros mantidos em atividade individual e em grupo;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
Número de períodos e o tempo gasto com alimentação, ruminação e ócio, em cordeiros confinados em baias individuais e em grupo;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
Tempo de alimentação, ruminação, mastigação e ócio em cordeiros confinados alojados em baias individuais e em grupo;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
EFEITO DOS INTERVALOS ENTRE OBSERVAÇÕES NO NÚMERO DE PERÍODOS E NO TEMPO DESPENDIDO COM ALIMENTAÇÃO RUMINAÇÃO E ÓCIO, EM OVINOS CONFINADOS;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
EFEITO DO NÚMERO DE DIAS DE OBSERVAÇÃO NOS PERÍODOS E TEMPO MÉDIO DESPENDIDO COM AS ATIVIDADES DE ALIMENTAÇÃO, RUMINAÇÃO E ÓCIO, EM CORDEIROS CONFINADOS;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
EFEITO DO NÚMERO DE DIAS DE OBSERVAÇÃO NO COMPORTAMENTO INGESTIVO EM CORDEIROS CONFINADOS;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
EFICIÊNCIA DE RUMINAÇÃO E VÍCIO GLOBAL EM CORDEIROS CONFINADOS INDIVIDUALMENTE E EM GRUPOS;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;
AVALIAÇÃO DO INTERVALO ENTRE OBSERVAÇÕES NA ESTIMATIVA DO TEMPO GASTO COM ALIMENTAÇÃO, RUMINAÇÃO E ÓCIO, EM CORDEIROS CONFINADOS;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
CONSUMO DE MATÉRIA SECA E FIBRA EM DETERGENTE NEUTRO CORRIGIDO PARA CINZAS E PROTEÍNA EM CORDEIROS CONFINADOS EM BAIAS INDIVIDUAIS E EM GRUPO;TRABALHO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de Ruminantes;;;;
Uso de Sistemas de Informações Geográficas para Estudo de Alternativas Locacionais de Empreendimentos;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Geociências;;;ENGENHARIAS;Engenharia Civil;ENGENHARIA DE AGRIMENSURA;Sistema de Informações geográficas;;;;
Regionalização Hidrológica na Bacia do Alto São Francisco a montante da barragem de Três Marias, Minas Gerais;TRABALHO;ENGENHARIAS;Engenharia Sanitária;Recursos Hídricos;;ENGENHARIAS;Engenharia Sanitária;Recursos Hídricos;Planejamento Integrado dos Recursos Hídricos;;;;
Regionalização Hidrológica na Sub-bacia do Rio das Velhas, MG;TRABALHO;ENGENHARIAS;Engenharia Sanitária;Recursos Hídricos;;ENGENHARIAS;Engenharia Sanitária;Recursos Hídricos;Planejamento Integrado dos Recursos Hídricos;;;;
Geração e Disponibilização de Tecnologia de Suporte a projetos Hidroagrícolas;TRABALHO;ENGENHARIAS;Engenharia Sanitária;Recursos Hídricos;;ENGENHARIAS;Engenharia Sanitária;Recursos Hídricos;Planejamento Integrado dos Recursos Hídricos;;;;
Base de dados hidrossedimentométricos da bacia do Rio da prata: HidroPlata-SED;TRABALHO;;;;;;;;;;;;
Apresentação de ferramenta computacional desenvolvida para a aplicação do método multicritério ELECTRE-TRI em processos decisórios complexos;TRABALHO;;;;;;;;;;;;
Uso de imagens CBERS-2/CCD no mapeamento das áreas irrigadas e estimativa da demanda hídrica bruta no projeto de irrigação Vale do Gorutuba, Janaúba-MG;TRABALHO;;;;;;;;;;;;
Avaliação Preliminar do Uso do Modelo SEBAL para a estimativa da distribuição espacial da evapotranspiração de uma área do Cerrado;TRABALHO;;;;;;;;;;;;
Desenvolvimento de aplicativo para uso do método multicritério ELECTRE-TRI;TRABALHO;;;;;;;;;;;;
Verificação da aplicabilidade e desempenho de métodos para a estimativa da evapotranspiração com o uso de sensoriamento remoto;TRABALHO;;;;;;;;;;;;
Ambiente topologicamente estruturado para extração automática de características morfométricas de bacias hidrográficas;TRABALHO;;;;;;;;;;;;
Modelagem inversa aplicada à simulação do volume e da distribuição espacial da recarga de águas subterrâneas em uma bacia hidrográfica do cerrado;TRABALHO;;;;;;;;;;;;
Caracterização hidrodinâmica de aquíferos freáticos via teste de bombeamento em poços de grande diâmetro;TRABALHO;;;;;;;;;;;;
Estudo sobre correlação entre turbidez e sólidos em suspensão para a estimativa da vazão sólida em uma pequena bacia;TRABALHO;;;;;;;;;;;;
Estimativa do sedimento em suspensão transportado em um ano hidrológico na Bacia do Capão Comprido;TRABALHO;;;;;;;;;;;;
Mapeamento da recarga de águas subterrâneas a partir da regionalização de estimativas pontuais via regressão múltipla espacial;TRABALHO;;;;;;;;;;;;
Proposta metodológica para avaliação da influência dos indicadores socioeconômicos e intraurbanos no consumo de água;TRABALHO;;;;;;;;;;;;
Determinação de zonas de mudança na área da reserva extrativista Recanto das Araras de Terra Ronca - Goiás;TRABALHO;;;;;;;;;;;;
Análise de aplicabilidade do modelo WESTPA à simulação hidrológica em regiões de cerrado: estudo de caso para uma pequena bacia no Distrito Federal;TRABALHO;;;;;;;;;;;;
